UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-L9-A444-01	TCGA-MP-A4T9-01	TCGA-MP-A4TC-01	TCGA-MP-A4TA-01	TCGA-L4-A4E5-01	TCGA-MP-A4T8-01	TCGA-MP-A4T7-01	TCGA-MP-A4SW-01	TCGA-MP-A4SY-01	TCGA-MP-A4SV-01	TCGA-MN-A4N1-01	TCGA-MN-A4N5-01	TCGA-MN-A4N4-01	TCGA-86-A4JF-01	TCGA-86-A4P8-01	TCGA-93-A4JN-01	TCGA-93-A4JP-01	TCGA-93-A4JQ-01	TCGA-93-A4JO-01	TCGA-97-A4LX-01	TCGA-97-A4M0-01	TCGA-97-A4M1-01	TCGA-97-A4M3-01	TCGA-97-A4M2-01	TCGA-97-A4M5-01	TCGA-97-A4M7-01	TCGA-97-A4M6-01	TCGA-86-A4P7-01	TCGA-44-A4SU-01	TCGA-53-A4EZ-01	TCGA-44-A4SS-01	TCGA-55-A48Z-01	TCGA-55-A494-01	TCGA-MP-A4TK-01	TCGA-MP-A4TI-01	TCGA-L9-A443-01	TCGA-L4-A4E6-01	TCGA-86-A4D0-01	TCGA-62-A470-01	TCGA-62-A472-01	TCGA-86-A456-01	TCGA-J2-A4AD-01	TCGA-91-A4BD-01	TCGA-J2-A4AE-01	TCGA-J2-A4AG-01	TCGA-44-A479-01	TCGA-38-A44F-01	TCGA-44-A47B-01	TCGA-44-A47G-01	TCGA-55-A4DF-01	TCGA-55-A492-01	TCGA-55-A4DG-01	TCGA-62-A46O-01	TCGA-62-A46P-01	TCGA-62-A46R-01	TCGA-62-8397-01	TCGA-50-8457-01	TCGA-62-8395-01	TCGA-62-8399-01	TCGA-62-8394-01	TCGA-55-8302-01	TCGA-95-8494-01	TCGA-86-8358-01	TCGA-86-8359-01	TCGA-69-8453-01	TCGA-50-8460-01	TCGA-62-A46V-01	TCGA-62-A46Y-01	TCGA-62-A46U-01	TCGA-97-8552-01	TCGA-97-8176-01	TCGA-91-8499-01	TCGA-91-8497-01	TCGA-86-8673-01	TCGA-86-8674-01	TCGA-86-8672-01	TCGA-86-8669-01	TCGA-86-8671-01	TCGA-86-8668-01	TCGA-86-8585-01	TCGA-78-8662-01	TCGA-91-8496-01	TCGA-50-5045-01	TCGA-97-8547-01	TCGA-55-8508-01	TCGA-78-8660-01	TCGA-78-8648-01	TCGA-78-8640-01	TCGA-71-8520-01	TCGA-55-8620-01	TCGA-55-8616-01	TCGA-55-8615-01	TCGA-55-8512-01	TCGA-55-8513-01	TCGA-55-8614-01	TCGA-55-8514-01	TCGA-55-8619-01	TCGA-55-8511-01	TCGA-55-8510-01	TCGA-55-8507-01	TCGA-55-8506-01	TCGA-55-8505-01	TCGA-78-8655-01	TCGA-55-8621-01	TCGA-86-8280-01	TCGA-86-8278-01	TCGA-69-8253-01	TCGA-93-8067-01	TCGA-97-8171-01	TCGA-69-8254-01	TCGA-69-8255-01	TCGA-55-8299-01	TCGA-97-8179-01	TCGA-86-8281-01	TCGA-55-8301-01	TCGA-97-8174-01	TCGA-83-5908-01	TCGA-86-8279-01	TCGA-97-8172-01	TCGA-97-8175-01	TCGA-73-4666-01	TCGA-75-5147-01	TCGA-80-5608-01	TCGA-75-7027-01	TCGA-91-6847-01	TCGA-67-6215-01	TCGA-44-2657-01	TCGA-71-6725-01	TCGA-55-6987-01	TCGA-55-6978-01	TCGA-50-6595-11	TCGA-44-2657-11	TCGA-55-6986-11	TCGA-44-2661-11	TCGA-97-8177-01	TCGA-99-8032-01	TCGA-99-8028-01	TCGA-99-8025-01	TCGA-55-8089-01	TCGA-55-8204-01	TCGA-55-8097-01	TCGA-86-8056-01	TCGA-86-8073-01	TCGA-86-6851-01	TCGA-86-8076-01	TCGA-44-8120-01	TCGA-55-8090-01	TCGA-55-7284-01	TCGA-44-8119-01	TCGA-55-8205-01	TCGA-55-8094-01	TCGA-55-8206-01	TCGA-55-7913-01	TCGA-86-8075-01	TCGA-55-8092-01	TCGA-86-8074-01	TCGA-95-8039-01	TCGA-J2-8194-01	TCGA-99-8033-01	TCGA-J2-8192-01	TCGA-86-8055-01	TCGA-55-8096-01	TCGA-44-8117-01	TCGA-86-8054-01	TCGA-05-4395-01	TCGA-05-4389-01	TCGA-38-4631-01	TCGA-44-6145-01	TCGA-38-4625-01	TCGA-55-6983-01	TCGA-91-6831-11	TCGA-44-2655-11	TCGA-44-2665-11	TCGA-38-4632-01	TCGA-05-4382-01	TCGA-05-4384-01	TCGA-05-4390-01	TCGA-38-6178-01	TCGA-05-4425-01	TCGA-55-8091-01	TCGA-95-7562-01	TCGA-55-8208-01	TCGA-55-8085-01	TCGA-55-8203-01	TCGA-55-8207-01	TCGA-55-8087-01	TCGA-62-8398-01	TCGA-50-8459-01	TCGA-62-8402-01	TCGA-55-A493-01	TCGA-91-A4BC-01	TCGA-44-A47A-01	TCGA-55-A48X-01	TCGA-55-A491-01	TCGA-62-A471-01	TCGA-44-7670-01	TCGA-53-7626-01	TCGA-44-7671-01	TCGA-44-7660-01	TCGA-44-7662-01	TCGA-44-7661-01	TCGA-86-7953-01	TCGA-95-7948-01	TCGA-97-7941-01	TCGA-93-7347-01	TCGA-44-7672-01	TCGA-55-7576-01	TCGA-53-7624-01	TCGA-78-7162-01	TCGA-86-7954-01	TCGA-86-7955-01	TCGA-95-7944-01	TCGA-64-1679-01	TCGA-95-7947-01	TCGA-64-1681-01	TCGA-73-7499-01	TCGA-69-7980-01	TCGA-69-7979-01	TCGA-69-7978-01	TCGA-55-7994-01	TCGA-69-7973-01	TCGA-44-7667-01	TCGA-55-7728-01	TCGA-55-7995-01	TCGA-44-7669-01	TCGA-55-7725-01	TCGA-50-5066-02	TCGA-50-5946-02	TCGA-50-5933-01	TCGA-50-5946-01	TCGA-55-7727-01	TCGA-55-7815-01	TCGA-55-7726-01	TCGA-53-7813-01	TCGA-55-7724-01	TCGA-69-7764-01	TCGA-86-7714-01	TCGA-97-7937-01	TCGA-38-4626-11	TCGA-38-4627-11	TCGA-44-3396-11	TCGA-44-2668-11	TCGA-69-7765-01	TCGA-44-7659-01	TCGA-91-7771-01	TCGA-69-7763-01	TCGA-69-7760-01	TCGA-69-7761-01	TCGA-55-7910-01	TCGA-55-7911-01	TCGA-55-7903-01	TCGA-86-7701-01	TCGA-55-7907-01	TCGA-97-7938-01	TCGA-78-7167-01	TCGA-78-7163-01	TCGA-78-7535-01	TCGA-78-7539-01	TCGA-78-7537-01	TCGA-78-7542-01	TCGA-86-7713-01	TCGA-78-7540-01	TCGA-78-7633-01	TCGA-95-7567-01	TCGA-78-7166-01	TCGA-73-7498-01	TCGA-69-7974-01	TCGA-55-7283-01	TCGA-97-7547-01	TCGA-78-7156-01	TCGA-78-7147-01	TCGA-55-7281-01	TCGA-78-7148-01	TCGA-55-6642-01	TCGA-44-3396-01	TCGA-49-4486-01	TCGA-49-4494-01	TCGA-86-6562-01	TCGA-05-4396-01	TCGA-49-4501-01	TCGA-75-6211-01	TCGA-05-4415-01	TCGA-50-5939-01	TCGA-75-6207-01	TCGA-05-4405-01	TCGA-05-4410-01	TCGA-55-5899-01	TCGA-44-6774-01	TCGA-50-5055-01	TCGA-55-6970-01	TCGA-75-6214-01	TCGA-55-6981-01	TCGA-55-6980-01	TCGA-75-6206-01	TCGA-38-4628-01	TCGA-38-4630-01	TCGA-91-6830-01	TCGA-75-5125-01	TCGA-75-6212-01	TCGA-75-6203-01	TCGA-75-5126-01	TCGA-50-5066-01	TCGA-75-6205-01	TCGA-50-5936-01	TCGA-50-5068-01	TCGA-78-7145-01	TCGA-78-7154-01	TCGA-78-7220-01	TCGA-78-7153-01	TCGA-97-7546-01	TCGA-78-7155-01	TCGA-93-7348-01	TCGA-78-7146-01	TCGA-78-7536-01	TCGA-86-7711-01	TCGA-78-7150-01	TCGA-50-7109-01	TCGA-55-7573-01	TCGA-97-7554-01	TCGA-78-7160-01	TCGA-78-7143-01	TCGA-55-7227-01	TCGA-38-4625-11	TCGA-50-5939-11	TCGA-44-2662-11	TCGA-55-7570-01	TCGA-78-7149-01	TCGA-55-6985-11	TCGA-73-4676-11	TCGA-55-6984-11	TCGA-55-6972-11	TCGA-55-6968-11	TCGA-55-6980-11	TCGA-50-5936-11	TCGA-78-7158-01	TCGA-97-7552-01	TCGA-97-7553-01	TCGA-78-7159-01	TCGA-75-7030-01	TCGA-55-6982-01	TCGA-38-4627-01	TCGA-38-4629-01	TCGA-44-5644-01	TCGA-55-6972-01	TCGA-55-6971-01	TCGA-91-6849-01	TCGA-75-7031-01	TCGA-55-6984-01	TCGA-78-7152-01	TCGA-55-7574-01	TCGA-91-6848-01	TCGA-95-7043-01	TCGA-38-7271-01	TCGA-55-6982-11	TCGA-55-6975-11	TCGA-55-6979-11	TCGA-55-6978-11	TCGA-49-6761-11	TCGA-91-6847-11	TCGA-91-6836-11	TCGA-55-6983-11	TCGA-91-6840-01	TCGA-99-7458-01	TCGA-78-7161-01	TCGA-44-5645-01	TCGA-50-6593-01	TCGA-44-5643-01	TCGA-67-6216-01	TCGA-50-6594-01	TCGA-35-5375-01	TCGA-50-6592-01	TCGA-50-5944-01	TCGA-55-6543-01	TCGA-05-4430-01	TCGA-05-4434-01	TCGA-50-6591-01	TCGA-05-4432-01	TCGA-44-5645-11	TCGA-50-5930-11	TCGA-44-6144-11	TCGA-38-4632-11	TCGA-05-5420-01	TCGA-05-5423-01	TCGA-50-5931-01	TCGA-50-5930-01	TCGA-44-6148-01	TCGA-05-4398-01	TCGA-05-4402-01	TCGA-05-4397-01	TCGA-73-4676-01	TCGA-67-3770-01	TCGA-50-5049-01	TCGA-05-4403-01	TCGA-50-5932-01	TCGA-44-6146-01	TCGA-44-2655-01	TCGA-44-2659-01	TCGA-44-2656-01	TCGA-49-4510-01	TCGA-73-4658-01	TCGA-49-6767-01	TCGA-91-6829-01	TCGA-67-3772-01	TCGA-73-4662-01	TCGA-73-4668-01	TCGA-67-3771-01	TCGA-50-6595-01	TCGA-49-4514-01	TCGA-38-4625-01	TCGA-38-4626-01	TCGA-67-4679-01	TCGA-67-6217-01	TCGA-75-5122-01	TCGA-91-6828-11	TCGA-91-6829-11	TCGA-49-4490-11	TCGA-50-6597-01	TCGA-44-6778-01	TCGA-64-5815-01	TCGA-75-5146-01	TCGA-49-4512-01	TCGA-49-4487-01	TCGA-44-6779-01	TCGA-73-4675-01	TCGA-64-5774-01	TCGA-05-4424-01	TCGA-49-4507-01	TCGA-64-5775-01	TCGA-91-6836-01	TCGA-73-4670-01	TCGA-44-6775-01	TCGA-91-6828-01	TCGA-44-6776-01	TCGA-64-5778-01	TCGA-73-4677-01	TCGA-80-5611-01	TCGA-44-6777-01	TCGA-49-6742-01	TCGA-50-5051-01	TCGA-64-1676-01	TCGA-44-2668-01	TCGA-50-5072-01	TCGA-91-6835-01	TCGA-55-1592-01	TCGA-49-6761-01	TCGA-64-1677-01	TCGA-50-6590-01	TCGA-73-4659-01	TCGA-49-4506-01	TCGA-05-4417-01	TCGA-05-4427-01	TCGA-64-5781-01	TCGA-49-6744-01	TCGA-49-6743-01	TCGA-55-1596-01	TCGA-55-1594-01	TCGA-49-4505-01	TCGA-50-5932-11	TCGA-50-5933-11	TCGA-44-6777-11	TCGA-44-6145-11	TCGA-49-4512-11	TCGA-49-6742-11	TCGA-91-6835-11	TCGA-44-6778-11	TCGA-44-6776-11	TCGA-64-1678-01	TCGA-49-6743-11	TCGA-44-6148-11	TCGA-91-6849-11	TCGA-44-6147-11	TCGA-44-6146-11	TCGA-50-5931-11	TCGA-50-5935-11	TCGA-55-6969-11	TCGA-55-6981-11	TCGA-49-6745-11	TCGA-05-5715-01	TCGA-05-4422-01	TCGA-67-3774-01	TCGA-05-5429-01	TCGA-05-4420-01	TCGA-05-5425-01	TCGA-50-5935-01	TCGA-05-5428-01	TCGA-50-5942-01	TCGA-50-5941-01	TCGA-05-4426-01	TCGA-80-5607-01	TCGA-55-1595-01	TCGA-44-2665-01	TCGA-55-6975-01	TCGA-05-4433-01	TCGA-67-3773-01	TCGA-55-6986-01	TCGA-55-6985-01	TCGA-95-7039-01	TCGA-64-5779-01	TCGA-44-2662-01	TCGA-44-2666-01	TCGA-49-4490-01	TCGA-50-5044-01	TCGA-05-4418-01	TCGA-49-4488-01	TCGA-91-6831-01	TCGA-55-6712-01	TCGA-05-4244-01	TCGA-05-4250-01	TCGA-44-3398-01	TCGA-44-4112-01	TCGA-44-3918-01	TCGA-05-4249-01	TCGA-44-2661-01	TCGA-35-4122-01	TCGA-35-4123-01	TCGA-44-3919-01	TCGA-50-6673-01	TCGA-55-6968-01	TCGA-55-6979-01	TCGA-55-6969-01	TCGA-75-7025-01	TCGA-55-6971-11	TCGA-55-6970-11	TCGA-64-1680-01	TCGA-49-6745-01	TCGA-35-3615-01	TCGA-44-6147-01	TCGA-49-6744-11	TCGA-55-7914-01	TCGA-MP-A4T6-01	TCGA-MP-A4TD-01	TCGA-MP-A4T4-01	TCGA-NJ-A55A-01	TCGA-NJ-A55O-01	TCGA-NJ-A4YI-01	TCGA-MP-A4TJ-01	TCGA-MP-A5C7-01	TCGA-O1-A52J-01	TCGA-69-A59K-01	TCGA-MP-A4TF-01	TCGA-MP-A4TH-01	TCGA-NJ-A4YQ-01	TCGA-NJ-A4YF-01	TCGA-95-A4VP-01	TCGA-95-A4VK-01	TCGA-95-A4VN-01	TCGA-NJ-A55R-01	TCGA-62-A46S-01	TCGA-NJ-A4YP-01	TCGA-44-6775-01	TCGA-44-3918-01	TCGA-44-2656-01	TCGA-44-4112-01	TCGA-44-2665-01	TCGA-44-2668-01	TCGA-44-2666-01	TCGA-44-6775-01	TCGA-44-6147-01	TCGA-44-2665-01	TCGA-44-2662-01	TCGA-44-6146-01	TCGA-44-5645-01	TCGA-44-3917-01	TCGA-44-6147-01	TCGA-44-2666-01	TCGA-44-4112-01	TCGA-44-3918-01	TCGA-44-3917-01	TCGA-44-2668-01	TCGA-44-6146-01	TCGA-44-2662-01	TCGA-44-5645-01	TCGA-44-2656-01	TCGA-49-AARQ-01	TCGA-49-AARN-01	TCGA-49-AARO-01	TCGA-49-AAR4-01	TCGA-55-A57B-01	TCGA-99-AA5R-01	TCGA-S2-AA1A-01	TCGA-49-AARR-01	TCGA-49-AAR3-01	TCGA-73-A9RS-01	TCGA-L9-A743-01	TCGA-L9-A7SV-01	TCGA-L9-A8F4-01	TCGA-NJ-A7XG-01	TCGA-49-AAR9-01	TCGA-49-AARE-01	TCGA-49-AAQV-01	TCGA-49-AAR2-01	TCGA-4B-A93V-01	TCGA-49-AAR0-01	TCGA-55-A48Y-01	TCGA-L9-A5IP-01	TCGA-L9-A50W-01	TCGA-55-A490-01	TCGA-NJ-A4YG-01	TCGA-MP-A4TE-01	TCGA-55-7816-01	TCGA-44-3398-11
4	NAIVE_B_CELL	0.081641166	0.124234872	0.073752564	0.006147896	0.012174087	0.004593947	0.009398914	0.190360925	0.198462587	0.024575474	0	0.111116438	0.075938377	0.014217166	0.086082172	0.061686846	0.012276069	0.100592488	0.113455372	0.091598332	0.041872621	0	0.139606859	0.070023946	0.043747708	0.013090534	0.035183231	0.124499576	0.166099274	0.088734465	0.036998666	0.134679582	0	0.052259052	0.062116521	0.147915678	0.073697695	0.059842804	0	0.028387702	0	0.185320716	0	0.220427702	0.151370253	0.050881728	0	0.007064784	0.024566113	0.079353153	0.072345574	0.157361493	0	0.212732407	0.063700884	0.006103165	0.082018463	0.159268271	0.164846341	0.029910794	0.010405971	0.006971971	0.140960365	0.149708543	0.045430002	0	0	0.048260307	0.009658413	0.0000621	0.063576522	0.044666607	0.078928519	0	0.094095732	0.006565446	0.122930893	0.065737906	0.006797269	0.0411838	0.000731618	0	0.038866182	0	0.035635378	0.027320264	0.015513653	0	0.187165805	0.014332533	0.124839981	0.007259859	0.055536115	0.03306983	0.012542339	0	0.051025294	0.101957272	0.073665498	0.008489471	0.011835793	0	0.042929821	0.073212554	0.037572125	0.129463095	0.130731163	0.005517222	0.05459193	0	0.159339622	0.030121279	0	0.074523716	0.016588455	0.095925226	0.10062243	0.006714009	0.010419843	0	0.016342214	0.05280094	0.110975364	0.026233741	0.040371358	0	0.113737945	0.02528475	0.032750621	0.02566128	0.010798891	0.208819547	0.033700887	0.096237623	0.051688357	0.090419483	0.027411893	0.215528941	0.102803585	0.001388893	0.156504867	0.141018368	0.004508767	0.00435767	0.033937256	0.045399781	0.083568604	0.063979462	0.094696741	0.068619221	0.030054415	0.052918628	0.144200625	0.028226929	0	0.00649519	0.010221147	0.081133418	0	0.012048187	0.021947787	0.002260251	0.139869601	0.017483968	0.00522697	0.019085934	0.187668212	0.106946	0.061100438	0.043334645	0.018502222	0.065992268	0.022797754	0.035129523	0.035664884	0.080790717	0	0.050739804	0.016808264	0.127170367	0.204324627	0.041705453	0.082320448	0.12205436	0.037257394	0	0.094713177	0.065164068	0.02103292	0.136944373	0.116066161	0.040375579	0.057290178	0.186034178	0.203722524	0.007732609	0.085330715	0.181374786	0	0.066239071	0.051334177	0.045191948	0.146419378	0.125698001	0.057285869	0.027609246	0.022709119	0.118913453	0.107752136	0.069117754	0.196262466	0.023953901	0.129954189	0.138886342	0.004891552	0.089555555	0.025639117	0.081759492	0.035291459	0.05896365	0.089666456	0.007540635	0.008155363	0.033098416	0.072554572	0.045913361	0.035006087	0.143524721	0.024068136	0.151893396	0.133350852	0.018047246	0.106590854	0.113295174	0.071973527	0.270176517	0.053829827	0.011979431	0.010682383	0.033870779	0.027804256	0.055747083	0.041748424	0.070534111	0.093165749	0.136689598	0.031714458	0	0	0.04687249	0.090784644	0.14078284	0.124600011	0.107249026	0.08534912	0.25342605	0	0.071317708	0.092620461	0.054638826	0.046555113	0.006059199	0.012753456	0.075485101	0.009686096	0.012660955	0.018942691	0.018759427	0.068357384	0.084659861	0.070647819	0.031926371	0.064250292	0.0097417	0.019309335	0.147079534	0.025742219	0.015277088	0.008313749	0.127659956	0.028061628	0.067541399	0.000544251	0.002724204	0.109327601	0.091315639	0.00786647	0.032751651	0.031155945	0.017759879	0	0.071000171	0.092602686	0.002747608	0.013120938	0.040964503	0.042463637	0.016954924	0.129452695	0.023697577	0.029043624	0	0.025781904	0.016372073	0.011517198	0.111687198	0.056077158	0.148211823	0.034052002	0.052970463	0.054767287	0.233703268	0.010445891	0.039773048	0.01040578	0.090910672	0.125129858	0.184570004	0.027467469	0.079672008	0.004386132	0.012708851	0.045318664	0.010194803	0.052629856	0.171358902	0.16439885	0.088002308	0.020533787	0.010358761	0.05464172	0.042454042	0.108205058	0.024094315	0.040248186	0.09275999	0.084471566	0.12204731	0.222542497	0.022269086	0.050151047	0.023433865	0.215005421	0.090868824	0.026450398	0.085469043	0.099358623	0.066671402	0.065272573	0.15876943	0.04851333	0.135582184	0	0.042720801	0.127576746	0.073442465	0.011161646	0.017689432	0.073058526	0.030637965	0.010136133	0.174205917	0.093324634	0.151281362	0.114176099	0.024634516	0.122327181	0.072531118	0.008165884	0.012864296	0.160937675	0.118416941	0.104969532	0.019262553	0.047321231	0	0.08585473	0.056081403	0.105711611	0.008485863	0.039400241	0.03166352	0.027563676	0.031274775	0.03559909	0.136797642	0.061250351	0.047627639	0.012524432	0.018229148	0.089624557	0.041822522	0.108240848	0.039023611	0.014143948	0.130127158	0.103353799	0.067142279	0.17747931	0.069731813	0.014774488	0.181741926	0.021841169	0.064236754	0.148129367	0.104918591	0.022349675	0.069685137	0.077603909	0.024846876	0.006620795	0	0.006933489	0.010704438	0.025136527	0.039967264	0	0.036166133	0.048773583	0.09000821	0.010990833	0.090395083	0.020970076	0.012244829	0.144839712	0.078512447	0.03916716	0.029167784	0.022770551	0.098574057	0.127956179	0.078161253	0.031697887	0.060081627	0.043114976	0	0.049214385	0.068037784	0.176271207	0.056857595	0.021300691	0.1484488	0.041899724	0.128440242	0.059223185	0.044953417	0.007719673	0.038301005	0.026178996	0.047513612	0.039302594	0.131756254	0.067627589	0.11500068	0.050081232	0.083034211	0.0571005	0.018931237	0.098780471	0.010609565	0.034681112	0.034103648	0.08695517	0.034276794	0.032855179	0.008564141	0.104379279	0.062890142	0.109834187	0.109091308	0.044149259	0.03698078	0.00945976	0.003778765	0	0	0.000669798	0.052487443	0.108384325	0.153652494	0.243427467	0.226656115	0.085262056	0.022949536	0	0.175677672	0.102679978	0.144135694	0	0.134892544	0	0.185363778	0.012198895	0.089828424	0.073866361	0.195902655	0.135184677	0.080329112	0.036766009	0.092649742	0.08821162	0.016102831	0.167300749	0.025172721	0	0.135589128	0	0.076331739	0	0.036838678	0.021548315	0.010003222	0.061671332	0.012683943	0.029835513	0.05886553	0.035111714	0.046310797	0.071921458	0.035522497	0.122094619	0.02043571	0.079456526	0.113221937	0.008527541	0.191795914	0.10834511	0.061695561	0.093034517	0.179134879	0.061853236	0.058305213	0.10359899	0.132235076	0.004067132	0.077658443	0.033492547	0.006729966	0	0.088006225	0.083241388	0.021229321	0.175497395	0.112533799	0.17580695	0.026165477	0	0.155437156	0.020849896	0.031542086	0.015034793	0.076816985	0.015756979	0.005898713	0.006966767	0.06679054	0.12475759	0.244237421	0	0.027899539	0	0.029700789	0.012667054	0.156912156	0.007788634	0.039433897	0.021481411	0.048935323	0.033248819	0	0	0.065405128	0.043287161	0.02009978	0.030860595	0.0879268	0.019777492	0.013196134	0.069770807	0.121343877	0.169214558	0.007474791	0.215590846	0.040040302	0	0.093731973	0	0.012179898	0.136739809	0.097201313	0.116851391	0.065689136	0.005390951	0.056263226	0.045480041	0.108527605	0.07133997	0.02436013	0.205856041	0.006280673	0
2	MEMORY_B_CELL	0	0	0	0.004224218	0.016290164	0	0.02137618	0	0	0.005582394	0.042911669	0	0	0	0	0.090504256	0	0.14616647	0	0	0	0.01708593	0	0	0	0.043831109	0.046508444	0	0	0.028438618	0	0	0.060812973	0.030654276	0	0	0	0	0.012545217	0	0.012963428	0	0.021114187	0	0	0	0.100673721	0.014805061	0.075910548	0	0	0.059781043	0.033625875	0	0	0.008619909	0	0	0	0.008603874	0.043771346	0.011050961	0	0	0	0.05036951	0.065283492	0	0.005108185	0.088612928	0	0	0.029340009	0.048260233	0	0.016361069	0	0.027431125	0.064615229	0.049270278	0.036053443	0.034282349	0.03669639	0.015357568	0	0.018324906	0.009136287	0.0352437	0	0.045726922	0.061976901	0.035120641	0	0.052482092	0.019533054	0.044197227	0.055881	0	0	0.008900065	0.005078028	0.054837213	0	0	0.012574364	0	0	0.008048529	0	0.064311034	0	0	0.010915415	0	0.040567092	0	0	0.026644095	0.188228621	0.043433283	0	0	0	0	0	0.02847712	0.009326867	0	0.035959557	0	0	0.014117249	0	0	0	0	0	0	0	0	0	0	0.046409694	0.033433681	0.023580729	0	0	0	0	0	0.03882703	0	0	0	0.062087914	0.007964996	0.028315724	0	0.015250728	0.023935789	0	0.032146998	0	0.029273562	0.007221961	0	0	0	0	0.177425361	0	0	0	0.002143845	0.006949578	0	0.016599956	0	0.014888604	0	0	0.032728581	0	0	0	0.037950367	0	0	0	0	0	0	0.217546402	0	0	0.075094144	0	0	0.071844029	0	0	0	0	0	0	0.036139466	0.005318644	0	0	0	0	0	0	0	0.046191431	0	0.000668794	0	0.006129628	0.004873569	0	0.005709063	0.049510677	0.048464937	0	0.042498609	0.001993008	0	0	0	0.013172097	0	0	0	0	0	0	0	0	0	0	0	0.005620009	0.040623483	0	0	0.001763604	0.056595306	0.068430654	0	0	0	0	0	0	0	0.041583521	0	0	0	0	0.055597834	0.000392963	0	0.108739213	0.013485546	0.004966985	0	0	0	0	0	0	0	0.01301755	0	0	0.016171571	0.040193487	0	0.021042848	0	0.07184807	0.0216876	0	0	0	0	0.156459344	0.018556864	0	0.034141442	0	0.001959292	0	0	0	0	0	0	0	0.095496075	0.003906356	0.012543386	0.078978567	0	0	0	0.031440249	0.004987409	0	0	0	0	0.004067895	0	0	0	0	0	0.066569463	0	0	0.001653317	0	0	0	0	0	0	0	0.055481485	0	0	0	0.028980016	0	0	0	0.027348161	0	0	0	0	0.044100139	0	0	0.09750309	0.047835959	0.03107552	0	0	0.221645334	0	0	0	0	0	0	0	0	0	0	0	0	0.018353552	0	0.034935748	0.022166764	0.048442271	0	0	0	0	0.011596793	0.015169023	0	0	0	0	0	0	0.022996306	0.02731141	0	0	0	0	0	0	0	0	0	0	0	0.006328619	0	0	0	0	0.010711377	0	0.008546675	0.018494163	0	0	0	0.012363149	0	0	0.005203754	0.069152359	0.000414142	0	0	0	0.046057744	0.034063001	0	0.011836285	0.058078439	0.087741448	0	0.036434225	0	0	0	0	0.008010242	0	0	0	0	0.016152539	0	0.027960458	0	0	0	0	0	0	0.083956521	0	0	0.059243362	0.025922453	0	0.028551456	0	0	0	0	0	0	0	0	0	0	0.0081401	0	0	0	0.006753187	0	0	0	0	0	0	0	0	0.01496091	0	0.121127884	0.011000735	0	0	0	0	0	0	0	0.017534167	0.019023379	0	0	0	0.026098107	0	0.010206878	0	0.023583553	0	0	0	0	0	0	0	0	0	0	0.004117717	0.003540496	0	0.020772396	0	0.069870077	0	0	0.030142849	0	0.003817292	0	0	0	0	0	0	0	0	0	0	0.002252237	0	0.042623189	0	0	0	0.069246294	0	0.070739504	0	0.006321769	0.002957554	0.000311978	0	0.102128474	0	0.125366141	0.116806534	0	0.028971404	0.087324876	0.028321108	0.200783452	0	0	0.077138987	0	0	0	0.021110898	0	0	0	0	0.051587209	0	0.006801064	0.058226878	0.01799474	0.142895574	0.007499392	0.039403189	0.013881709	0.065732493	0.010070013	0.044238924	0.018817217	0.037182886	0	0	0.116411458	0.026522426	0.014536302	0.048293378	0.084446561	0	0	0.018157237	0	0.052029336	0.07966518	0	0.046254957	0.016626896	0	0.036565327	0	0	0.098034049	0	0	0	0	0	0	0.000505808	0.003649079
