UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-EM-A4G1-01	TCGA-EL-A4K1-01	TCGA-EL-A4KD-01	TCGA-KS-A4I1-01	TCGA-EL-A4K0-01	TCGA-EM-A4FH-01	TCGA-EM-A4FF-01	TCGA-EL-A4K2-01	TCGA-EL-A4K6-01	TCGA-EM-A4FN-01	TCGA-EM-A4FQ-01	TCGA-EL-A4KH-01	TCGA-ET-A4KQ-01	TCGA-EL-A4KG-01	TCGA-ET-A4KN-01	TCGA-KS-A4I5-01	TCGA-EL-A4K9-01	TCGA-EL-A4K7-01	TCGA-EL-A4JX-01	TCGA-EL-A4JW-01	TCGA-EL-A4KI-01	TCGA-ET-A39M-01	TCGA-FE-A235-01	TCGA-ET-A39K-01	TCGA-EM-A4FO-01	TCGA-EM-A4FU-01	TCGA-EM-A4FR-01	TCGA-DJ-A4V0-01	TCGA-EL-A4K4-01	TCGA-DJ-A4UW-01	TCGA-DJ-A4UL-01	TCGA-DJ-A4V2-01	TCGA-DJ-A4UQ-01	TCGA-DE-A4MC-01	TCGA-DE-A4MD-01	TCGA-EL-A4JV-01	TCGA-KS-A4ID-01	TCGA-KS-A4IC-01	TCGA-EM-A4FM-01	TCGA-EM-A4FK-01	TCGA-DJ-A4UR-01	TCGA-DJ-A4UT-01	TCGA-MK-A4N6-01	TCGA-MK-A4N7-01	TCGA-MK-A4N9-01	TCGA-KS-A4I9-01	TCGA-J8-A4HY-01	TCGA-FK-A4UB-01	TCGA-KS-A4IB-01	TCGA-IM-A4EB-01	TCGA-KS-A4I7-01	TCGA-BJ-A45F-01	TCGA-BJ-A191-01	TCGA-BJ-A3F0-01	TCGA-EM-A1YC-11	TCGA-EM-A1CV-11	TCGA-DJ-A13S-01	TCGA-EM-A2CS-06	TCGA-J8-A4HW-06	TCGA-DE-A4MD-06	TCGA-BJ-A45H-01	TCGA-BJ-A45G-01	TCGA-L6-A4ET-01	TCGA-L6-A4EQ-01	TCGA-KS-A4I3-01	TCGA-EM-A4FV-01	TCGA-EM-A22Q-01	TCGA-EM-A2CU-01	TCGA-EM-A22O-01	TCGA-EM-A2CR-01	TCGA-EM-A2CJ-01	TCGA-BJ-A4O9-01	TCGA-BJ-A4O8-01	TCGA-IM-A41Y-01	TCGA-FY-A4B3-01	TCGA-CE-A482-01	TCGA-CE-A484-01	TCGA-CE-A483-01	TCGA-DJ-A2PT-01	TCGA-E8-A436-01	TCGA-E8-A44K-01	TCGA-E8-A437-01	TCGA-ET-A2N5-01	TCGA-BJ-A45I-01	TCGA-CE-A481-01	TCGA-CE-A485-01	TCGA-FY-A4B0-01	TCGA-J8-A4HW-01	TCGA-DJ-A4V4-01	TCGA-L6-A4EU-01	TCGA-DJ-A4V5-01	TCGA-DJ-A4UP-01	TCGA-BJ-A45K-01	TCGA-E8-A438-01	TCGA-BJ-A45C-01	TCGA-BJ-A45D-01	TCGA-BJ-A45J-01	TCGA-E8-A2EA-01	TCGA-FY-A4B4-01	TCGA-E8-A434-01	TCGA-FE-A3PA-01	TCGA-ET-A2MX-01	TCGA-FY-A40K-01	TCGA-EL-A3ZQ-01	TCGA-FE-A3PC-01	TCGA-FY-A3R7-01	TCGA-FK-A3SB-01	TCGA-FK-A3SG-01	TCGA-FY-A3W9-01	TCGA-FK-A3SH-01	TCGA-J8-A3YG-01	TCGA-DJ-A3V2-01	TCGA-DJ-A3UZ-01	TCGA-DJ-A3V3-01	TCGA-EL-A3ZN-01	TCGA-DJ-A3UT-01	TCGA-DJ-A3UW-01	TCGA-EL-A3T0-01	TCGA-E8-A417-01	TCGA-EL-A3T8-01	TCGA-EL-A3ZR-01	TCGA-FY-A40M-01	TCGA-E8-A414-01	TCGA-DJ-A3VA-01	TCGA-DJ-A3VJ-01	TCGA-IM-A420-01	TCGA-EL-A3ZH-01	TCGA-ET-A40P-01	TCGA-J8-A42S-01	TCGA-J8-A3O2-01	TCGA-KS-A41J-01	TCGA-IM-A41Z-01	TCGA-E8-A432-01	TCGA-KS-A41I-01	TCGA-DJ-A3VD-01	TCGA-EL-A3ZT-01	TCGA-EL-A3ZP-01	TCGA-ET-A40S-01	TCGA-E8-A433-01	TCGA-DJ-A3VE-01	TCGA-E8-A413-01	TCGA-J8-A3YD-01	TCGA-EL-A3ZL-01	TCGA-DJ-A3V6-01	TCGA-EM-A3ST-01	TCGA-E8-A3X7-01	TCGA-EM-A3SU-01	TCGA-EM-A3SX-01	TCGA-EM-A3SY-01	TCGA-DJ-A3V0-01	TCGA-DJ-A3V4-01	TCGA-J8-A3YH-01	TCGA-H2-A422-01	TCGA-DJ-A3VM-01	TCGA-H2-A3RH-01	TCGA-BJ-A3PU-01	TCGA-H2-A3RI-01	TCGA-FY-A3I5-01	TCGA-EM-A3O7-01	TCGA-FE-A3PD-01	TCGA-EM-A3O8-01	TCGA-EL-A3T6-01	TCGA-DJ-A13L-01	TCGA-FY-A3ON-01	TCGA-EL-A3T1-11	TCGA-IM-A3U3-01	TCGA-FY-A3WA-01	TCGA-IM-A3U2-01	TCGA-EM-A3OB-01	TCGA-ET-A40Q-01	TCGA-DJ-A3V8-01	TCGA-KS-A41L-01	TCGA-J8-A3YE-01	TCGA-E8-A416-01	TCGA-E8-A418-01	TCGA-EL-A3ZO-01	TCGA-EL-A3ZK-01	TCGA-DJ-A3VB-01	TCGA-DJ-A3VL-01	TCGA-DJ-A3VI-01	TCGA-DJ-A3VK-01	TCGA-DJ-A3UM-01	TCGA-EL-A3T9-01	TCGA-E8-A419-01	TCGA-KS-A41F-01	TCGA-ET-A40R-01	TCGA-EL-A3T1-01	TCGA-ET-A2N3-01	TCGA-FY-A3RA-01	TCGA-EM-A3FR-01	TCGA-FE-A3PB-01	TCGA-FY-A3R6-01	TCGA-BJ-A3PR-01	TCGA-FY-A3R8-01	TCGA-DJ-A3V7-01	TCGA-FY-A3R9-01	TCGA-J8-A3YF-01	TCGA-BJ-A3PT-01	TCGA-E8-A415-01	TCGA-EM-A3O6-01	TCGA-EL-A3ZG-01	TCGA-FY-A40L-01	TCGA-EM-A3O3-01	TCGA-DJ-A3VG-01	TCGA-EL-A3ZM-01	TCGA-ET-A40T-01	TCGA-J8-A3YH-06	TCGA-EL-A3TB-11	TCGA-EL-A3T6-11	TCGA-KS-A41J-11	TCGA-EL-A3ZK-11	TCGA-KS-A41I-11	TCGA-EL-A3ZP-11	TCGA-EM-A3ST-11	TCGA-FY-A3TY-11	TCGA-EL-A3ZL-11	TCGA-EM-A3SZ-01	TCGA-EL-A3T7-11	TCGA-BJ-A3PU-11	TCGA-H2-A3RI-11	TCGA-BJ-A3PR-11	TCGA-EL-A3ZQ-11	TCGA-ET-A2MX-11	TCGA-EL-A3ZG-11	TCGA-EL-A3ZM-11	TCGA-EL-A3ZH-11	TCGA-EL-A3ZO-11	TCGA-EL-A3ZS-11	TCGA-EL-A3T3-11	TCGA-EL-A3TA-11	TCGA-EL-A3T8-11	TCGA-KS-A41L-11	TCGA-EL-A3ZT-11	TCGA-FY-A3YR-01	TCGA-FY-A3TY-01	TCGA-EM-A3FK-01	TCGA-J8-A3O1-01	TCGA-FY-A3NN-01	TCGA-EM-A3FQ-01	TCGA-J8-A3NZ-01	TCGA-J8-A3O0-01	TCGA-EM-A3FP-01	TCGA-EL-A3H1-01	TCGA-EM-A3FO-01	TCGA-FY-A3NM-01	TCGA-EM-A3FN-01	TCGA-EL-A3GU-01	TCGA-EL-A3MZ-01	TCGA-EL-A3GV-01	TCGA-EL-A3MY-01	TCGA-EM-A3FJ-01	TCGA-GE-A2C6-01	TCGA-EM-A3OA-01	TCGA-EM-A3O9-01	TCGA-H2-A421-01	TCGA-EL-A3ZS-01	TCGA-DJ-A3UV-01	TCGA-DJ-A3UR-01	TCGA-FK-A3SE-01	TCGA-DJ-A3UY-01	TCGA-DJ-A3UQ-01	TCGA-DJ-A3UX-01	TCGA-DO-A2HM-01	TCGA-EL-A3T2-01	TCGA-EL-A3T3-01	TCGA-FK-A3SD-01	TCGA-EL-A3TB-01	TCGA-EL-A3T7-01	TCGA-EL-A3H7-11	TCGA-ET-A3DP-11	TCGA-EL-A3H1-11	TCGA-EL-A3MY-11	TCGA-EL-A3MX-11	TCGA-EL-A3T0-11	TCGA-EL-A3T2-11	TCGA-BJ-A28X-11	TCGA-EM-A3FQ-06	TCGA-EL-A3MX-01	TCGA-EM-A3FM-01	TCGA-FY-A3I4-01	TCGA-DJ-A1QI-01	TCGA-FE-A234-01	TCGA-ET-A3DP-01	TCGA-FY-A3NP-01	TCGA-EM-A3FL-01	TCGA-EL-A3H7-01	TCGA-DJ-A3UO-01	TCGA-DJ-A3UK-01	TCGA-DJ-A3UN-01	TCGA-DJ-A3US-01	TCGA-BJ-A28X-01	TCGA-DJ-A2Q6-01	TCGA-DJ-A2Q3-01	TCGA-E8-A2JQ-01	TCGA-BJ-A18Y-01	TCGA-EM-A22N-01	TCGA-EM-A2OX-01	TCGA-EL-A3GR-01	TCGA-ET-A3DR-01	TCGA-EM-A2OV-01	TCGA-ET-A39T-01	TCGA-EM-A2CT-01	TCGA-ET-A3DQ-01	TCGA-EL-A3H5-01	TCGA-BJ-A192-01	TCGA-EL-A3CT-01	TCGA-EL-A3CR-01	TCGA-EL-A3H3-01	TCGA-EM-A3AO-01	TCGA-ET-A3BS-01	TCGA-EL-A3CO-01	TCGA-EM-A2P1-01	TCGA-EL-A3H4-01	TCGA-EL-A3GO-01	TCGA-EL-A3GP-01	TCGA-EM-A2P2-01	TCGA-EL-A3D0-01	TCGA-EM-A3AP-01	TCGA-BJ-A2N8-01	TCGA-EL-A3GZ-11	TCGA-EL-A3N2-11	TCGA-EL-A3MW-11	TCGA-EL-A3N3-11	TCGA-EL-A3H2-11	TCGA-EL-A3CN-01	TCGA-BJ-A2N8-11	TCGA-EM-A2P1-06	TCGA-E3-A3E5-01	TCGA-EM-A1CU-11	TCGA-EM-A2OW-01	TCGA-BJ-A0ZH-01	TCGA-BJ-A0ZF-01	TCGA-BJ-A0ZG-01	TCGA-DJ-A13R-01	TCGA-EM-A1CV-01	TCGA-DJ-A2Q0-01	TCGA-EL-A3D5-01	TCGA-EM-A2P3-01	TCGA-CE-A3MD-01	TCGA-EM-A3AI-01	TCGA-EM-A3AJ-01	TCGA-CE-A3ME-01	TCGA-E3-A3E3-01	TCGA-EM-A3AR-01	TCGA-EL-A3MW-01	TCGA-EM-A22L-01	TCGA-EL-A3H8-01	TCGA-DJ-A13O-01	TCGA-DE-A3KN-01	TCGA-EM-A3AQ-01	TCGA-E3-A3DY-01	TCGA-EL-A3GZ-01	TCGA-EL-A3N2-01	TCGA-EL-A3GS-01	TCGA-E3-A3DZ-01	TCGA-E3-A3E1-01	TCGA-E3-A3E0-01	TCGA-E3-A3E2-01	TCGA-EL-A3H2-01	TCGA-IM-A3EB-01	TCGA-ET-A3DV-01	TCGA-EL-A3GW-01	TCGA-ET-A3BQ-01	TCGA-EM-A2OY-01	TCGA-EL-A3GY-01	TCGA-IM-A3ED-01	TCGA-EM-A3AK-01	TCGA-ET-A39S-01	TCGA-EM-A2CL-01	TCGA-EM-A3AL-01	TCGA-EM-A2OZ-01	TCGA-EL-A3GX-01	TCGA-EL-A3N3-01	TCGA-BJ-A28V-01	TCGA-BJ-A290-01	TCGA-EM-A2CM-01	TCGA-BJ-A2NA-01	TCGA-EM-A2CS-01	TCGA-ET-A2MZ-01	TCGA-H2-A2K9-01	TCGA-ET-A3DW-01	TCGA-ET-A39P-01	TCGA-DJ-A2QB-01	TCGA-EL-A3D6-01	TCGA-EL-A3GQ-01	TCGA-DE-A0XZ-01	TCGA-EM-A2CQ-01	TCGA-ET-A3BX-01	TCGA-ET-A39R-01	TCGA-EL-A3CP-01	TCGA-EM-A22I-01	TCGA-BJ-A3EZ-01	TCGA-EM-A22P-01	TCGA-ET-A39N-01	TCGA-EM-A22K-01	TCGA-DJ-A2Q2-01	TCGA-DJ-A2PN-01	TCGA-BJ-A28S-01	TCGA-FY-A3BL-01	TCGA-EM-A3AN-01	TCGA-EM-A2P0-01	TCGA-BJ-A290-11	TCGA-E8-A2JQ-11	TCGA-ET-A3DW-11	TCGA-BJ-A2NA-11	TCGA-ET-A25K-01	TCGA-EM-A2CN-01	TCGA-BJ-A291-01	TCGA-ET-A25J-01	TCGA-ET-A25M-01	TCGA-DJ-A2PV-01	TCGA-EL-A3CU-01	TCGA-EL-A3CV-01	TCGA-EL-A3CY-01	TCGA-ET-A39O-01	TCGA-EL-A3CW-01	TCGA-ET-A25N-01	TCGA-EM-A22J-01	TCGA-EL-A3CZ-01	TCGA-ET-A25L-01	TCGA-ET-A3BW-01	TCGA-DJ-A2PQ-01	TCGA-BJ-A2P4-01	TCGA-DJ-A2Q9-01	TCGA-DJ-A2PX-01	TCGA-DJ-A2PS-01	TCGA-ET-A2MY-01	TCGA-DJ-A2PY-01	TCGA-DJ-A2PZ-01	TCGA-ET-A3BU-01	TCGA-ET-A2N5-11	TCGA-BJ-A28R-11	TCGA-H2-A2K9-11	TCGA-ET-A39I-01	TCGA-ET-A3DT-01	TCGA-DJ-A13T-01	TCGA-ET-A3BN-01	TCGA-DE-A0Y3-01	TCGA-BJ-A0ZA-01	TCGA-BJ-A0ZB-01	TCGA-DO-A1JZ-01	TCGA-EM-A2CO-01	TCGA-ET-A3BT-01	TCGA-ET-A3DS-01	TCGA-DJ-A2PU-01	TCGA-ET-A3BP-01	TCGA-ET-A25O-01	TCGA-EM-A2CK-01	TCGA-EM-A1CW-01	TCGA-EM-A1CS-01	TCGA-EL-A3CX-01	TCGA-EL-A3CM-01	TCGA-ET-A2N0-01	TCGA-BJ-A2N9-01	TCGA-DJ-A2PO-01	TCGA-ET-A39J-01	TCGA-ET-A39L-01	TCGA-DJ-A2PW-01	TCGA-DJ-A2Q1-01	TCGA-EL-A3CS-01	TCGA-FY-A2QD-01	TCGA-ET-A3BO-01	TCGA-DJ-A13V-01	TCGA-EM-A1CU-01	TCGA-DJ-A13W-01	TCGA-EM-A1CT-01	TCGA-DJ-A13U-01	TCGA-ET-A3DO-01	TCGA-BJ-A2N9-11	TCGA-DJ-A2QA-01	TCGA-EM-A1CW-11	TCGA-ET-A2N4-01	TCGA-EL-A3CL-01	TCGA-DJ-A2QC-01	TCGA-BJ-A0ZE-01	TCGA-BJ-A0Z5-01	TCGA-BJ-A18Z-01	TCGA-BJ-A0Z9-01	TCGA-EM-A1YE-01	TCGA-EM-A2CP-01	TCGA-BJ-A190-01	TCGA-DJ-A2PP-01	TCGA-BJ-A0Z3-01	TCGA-DJ-A2Q4-01	TCGA-DJ-A2Q5-01	TCGA-DJ-A2PR-01	TCGA-DE-A2OL-01	TCGA-DJ-A13P-01	TCGA-DJ-A13X-01	TCGA-FE-A23A-01	TCGA-DJ-A1QQ-01	TCGA-BJ-A28Z-01	TCGA-DJ-A2Q7-01	TCGA-FE-A238-01	TCGA-FE-A236-01	TCGA-FE-A239-01	TCGA-FE-A237-01	TCGA-BJ-A0ZC-01	TCGA-H2-A26U-01	TCGA-GE-A2C6-11	TCGA-EM-A1CT-11	TCGA-DE-A0Y2-01	TCGA-FE-A231-01	TCGA-DJ-A1QG-01	TCGA-EM-A1YD-01	TCGA-DJ-A1QN-01	TCGA-DJ-A1QD-01	TCGA-FE-A233-01	TCGA-DJ-A1QM-01	TCGA-BJ-A28R-01	TCGA-EM-A1YC-01	TCGA-ET-A25P-01	TCGA-DJ-A13M-01	TCGA-BJ-A0Z2-01	TCGA-ET-A25R-01	TCGA-BJ-A0Z0-01	TCGA-BJ-A0ZJ-01	TCGA-CE-A13K-01	TCGA-BJ-A0YZ-01	TCGA-FE-A22Z-01	TCGA-DJ-A1QO-01	TCGA-BJ-A28T-01	TCGA-FE-A230-01	TCGA-CE-A27D-01	TCGA-BJ-A2N7-11	TCGA-BJ-A2N7-01	TCGA-DJ-A1QE-01	TCGA-EM-A1YB-01	TCGA-DJ-A1QL-01	TCGA-DJ-A1QH-01	TCGA-EM-A1YA-01	TCGA-ET-A25I-01	TCGA-ET-A25G-01	TCGA-DO-A1K0-01	TCGA-E8-A242-01	TCGA-DJ-A1QF-01	TCGA-EL-A4JZ-01	TCGA-EM-A1CS-11	TCGA-DO-A1JZ-11	TCGA-J8-A3O2-06	TCGA-DJ-A3V5-01	TCGA-FK-A3S3-01	TCGA-FY-A40N-01	TCGA-DJ-A3VF-01	TCGA-DJ-A3V9-01	TCGA-EL-A3TA-01	TCGA-EL-A3ZR-11	TCGA-EM-A3SU-06	TCGA-E8-A44M-01	TCGA-DE-A4M9-01	TCGA-DJ-A3UP-01	TCGA-DJ-A3UU-01	TCGA-L6-A4EP-01	TCGA-DE-A4M8-01	TCGA-EL-A3D1-01	TCGA-ET-A3BV-01	TCGA-DE-A4MB-01	TCGA-DE-A4MA-01	TCGA-EM-A22M-01	TCGA-BJ-A28W-01	TCGA-ET-A3DU-01	TCGA-BJ-A28W-11	TCGA-FE-A232-01	TCGA-EL-A3D4-01	TCGA-BJ-A45E-01	TCGA-DE-A69K-01	TCGA-DE-A7U5-01	TCGA-FY-A76V-01	TCGA-DE-A69J-01	TCGA-MK-A84Z-01	TCGA-QD-A8IV-01	TCGA-4C-A93U-01
4	NAIVE_B_CELL	0	0	0	0	0.004003961	0	0.172677912	0	0	0	0.152109834	0	0	0	0.053117488	0	0.002060558	0	0	0.052276976	0	0.022362745	0.106131169	0.073676893	0.09555997	0	0	0.026546585	0.054086874	0.041095214	0	0.100891231	0.001695754	0	0.044148716	0	0.039397425	0.008573628	0	0	0	0.025400869	0.077128321	0.055329139	0.061926993	0.009170449	0	0	0.018701471	0.018288067	0	0	0	0.001913283	0.011576007	0.021063101	0.028125017	0.010694952	0.152338922	0.146202643	0	0	0	0	0.113137803	0.009140389	0	0.123904528	0.02595479	0	0	0	0	0	0	0	0	0.01777074	0.006763589	0.040994598	0.039859567	0	0	0.174136637	0.151884752	0	0	0	0.018414792	0.053603531	0	0.223021731	0	0	0	0	0	0.003218925	0	0	0	0	0.000620694	0	0.007866629	0.106171312	0	0.045924147	0	0	0.010902584	0.051187923	0.105631243	0.045487614	0	0	0.011527235	0.072633638	0.201117103	0	0	0	0.047366995	0.080153428	0.037644308	0.094928491	0	0	0	0.259659159	0	0.060992366	0	0	0.123331301	0	0.101937185	0.076438589	0	0	0	0	0	0	0	0	0.091822931	0.040280518	0.000000304	0	0	0	0	0	0	0.066863102	0.130546006	0.152375638	0.019311889	0.175696831	0	0.096785789	0	0.027860015	0.140140293	0.06815315	0	0	0	0	0.125456194	0	0	0.064881922	0.000601468	0.134278633	0	0	0.008204769	0.005027499	0	0	0	0.010443686	0.042471839	0.016276586	0.131096375	0	0.010961668	0	0.023528651	0.027209463	0.168753455	0	0.007565356	0.035922449	0	0	0	0	0.018624304	0.078554863	0.029342459	0	0	0.059420181	0.03815951	0.078507768	0.160736878	0.015197858	0.060323396	0.142601578	0.186473875	0	0	0.005335093	0.189372249	0	0	0.075256875	0.046725394	0.046322419	0	0	0	0	0.115665925	0.109715677	0	0	0	0	0	0.00333554	0.030249541	0.023917967	0.014591315	0.006023212	0.060456818	0.123499408	0	0.024066291	0	0	0	0	0	0.006575576	0.028244112	0.168343672	0	0.061497065	0.072236673	0.003161036	0.111394509	0.091566485	0	0.012074995	0	0.062958101	0	0.0839482	0.140407668	0.018833509	0	0	0.04395492	0.032621796	0.16330914	0.029956317	0.066467599	0	0	0.160247727	0.012297893	0.13743635	0.050210875	0	0.053427162	0.078821054	0.039668212	0.059163546	0.002427464	0.003805668	0.091088866	0.109971671	0	0.002957005	0.068165719	0.120134961	0.200552066	0.174491567	0.085294479	0.002645715	0	0.013269443	0	0.066144057	0.005949558	0.013761937	0.086616783	0.030014468	0.10952864	0.103910732	0.017370153	0.062369223	0	0.046662229	0.001188037	0.03171657	0.034626792	0.094415967	0	0	0.009717307	0	0	0	0	0	0	0.00504758	0.277472391	0	0.138222239	0	0.151269234	0.011375679	0.193418191	0.00871304	0.03229037	0	0	0	0.004386158	0.002405614	0	0	0.010176106	0.026048648	0.030686607	0.054470764	0.008093266	0	0	0	0	0.003401833	0	0	0.234322714	0	0	0.06309847	0	0.142056862	0	0.196086577	0	0.051850373	0	0	0	0.043519461	0.126308569	0.044406973	0	0	0	0	0.064018477	0.049432327	0.000294549	0	0	0	0.025725718	0	0.009040632	0	0	0.055151934	0.004539537	0.114895752	0	0.102908089	0.127334564	0.000581959	0.089348727	0	0	0	0.054717186	0	0.02606475	0.025294085	0.011037274	0	0.012033416	0.015914201	0	0	0.210319062	0	0.076536437	0	0	0.028590222	0.077827384	0.077148916	0	0.178503323	0.073511064	0.171188444	0.08694715	0.126813247	0.01163922	0.011783097	0	0.042647321	0.012293178	0	0	0.109766881	0.086884955	0.113756999	0.181407733	0.08862216	0	0	0.003279072	0.061664631	0.07781242	0	0.115993385	0	0.042586888	0.11586945	0.053774779	0.008907379	0	0.011912057	0.003980983	0.223864163	0	0	0	0	0.128965538	0	0	0.046878419	0.040931705	0	0.047425493	0.004145918	0.055908162	0.033469187	0.080921043	0.023208147	0	0.096905203	0.062060082	0.053023043	0	0.011932013	0.118148955	0	0.045045856	0	0.059804294	0.011622038	0.008963854	0	0	0.00575934	0	0.094629458	0	0	0	0	0.204763462	0.076362437	0.177345391	0.045222532	0	0.019635252	0	0.091215283	0.108410611	0.025151749	0.113340613	0.155331292	0.116516374	0	0	0	0.044932741	0.169460729	0.000441126	0.003963705	0.005297808	0	0.05072198	0	0.086481449	0	0	0.067230968	0.000779656	0	0	0	0.074069962	0	0.13746089	0.007365412	0	0	0.004598502	0.038375657	0.210954467	0.076338731	0	0	0.030090037	0.042019052	0	0.10182243	0.014497314	0.087665623	0.062968787	0.01813642	0	0.000756377	0	0	0	0.021122712	0	0	0.029628515	0.063259682	0.011831343	0	0.00680362	0.240704327	0.07026145	0	0	0.131765591	0	0.003281191	0	0.009281412	0	0	0.027813352	0.04775394	0.094444141	0.058461004	0.016330886	0	0.019795905	0	0.161091137	0	0.088439387	0	0.051661209	0.010920264
2	MEMORY_B_CELL	0.084099414	0.115687731	0.095884057	0.097658627	0.069916362	0.028524238	0	0.052453995	0.151002282	0.032080262	0	0.09209663	0.071079992	0.09074188	0	0.061904038	0.073117592	0.087018906	0.039417384	0	0.115417989	0	0	0	0.093207466	0.054363815	0.140131944	0.08975764	0	0.101081173	0.029028184	0	0.044563891	0.056218186	0	0.029071882	0.024607359	0.024136207	0.052322174	0.041083013	0.071757692	0	0	0	0	0.028592591	0.044051344	0.039942898	0.00040004	0.097421262	0.047229713	0.085394423	0.039308441	0	0	0	0	0.039947773	0.159506373	0.050650507	0.066369779	0.031223799	0.052104408	0.100846638	0	0.093222313	0.082175729	0	0	0.075785372	0.152114795	0.008699268	0.069781531	0.051930707	0.031340262	0.007532884	0	0.017800825	0.025897447	0	0.059151129	0.079302178	0.076774887	0	0	0.065501985	0.093447953	0.050695355	0.097990058	0	0.069606448	0	0.05554831	0.121555321	0.019190849	0.006517542	0.056640405	0.038261053	0.07382924	0.119789014	0.115763722	0.081690768	0.044284481	0.113701795	0.054917315	0	0.181932507	0	0.001932455	0.057180866	0.055871567	0.006036082	0.021665536	0	0.100355714	0.097947728	0.049142051	0	0	0.07147758	0.048446185	0.055524717	0.079991896	0	0	0	0.052038543	0.079039355	0.181597866	0	0.050754282	0	0.087558559	0.061342523	0.044002879	0.030040969	0	0	0.099665733	0.147938925	0.078046987	0.055348948	0.197173166	0.05297919	0.037451506	0.066136549	0	0	0.022767902	0.105724335	0.084780715	0.050342262	0.021167416	0.176053965	0.100411243	0	0	0.050843362	0	0	0.106206282	0	0.070645115	0	0.039165603	0	0.059606307	0.152398169	0.126371718	0.046393184	0	0.023138106	0.035810582	0.015933369	0.002152608	0	0.118211413	0.072136543	0.041348765	0.101439772	0.021510354	0.09037118	0.022759697	0.029259115	0	0.154259338	0	0.009457957	0	0.126737672	0.057488166	0.048684743	0.091413493	0.031860368	0.007581123	0.020605987	0.040982545	0.026936322	0.054152898	0.054829991	0.039016221	0	0.071792241	0.038374402	0.108674144	0.025806798	0.147784944	0	0	0.078294162	0.086915736	0.083994347	0.051245462	0.013049715	0.022749985	0.023586884	0	0.070825154	0.010662338	0	0.120952302	0.08976339	0	0.039566267	0.063028317	0.099910824	0	0.141682889	0.062852804	0.074006335	0.004763092	0.024315205	0.098664883	0	0.020499018	0	0	0.016854304	0.035995642	0	0.071534217	0	0.104904779	0.094735449	0.090304662	0.068338333	0.143507717	0	0.022419368	0	0.125198799	0	0	0.028463469	0	0.109275221	0.062595028	0.065880919	0.125208237	0	0.064235532	0	0.140102987	0	0.11696499	0.133697071	0	0	0	0	0.010347144	0.00663896	0.101595168	0.022734862	0	0.14169815	0	0.23693334	0	0	0.04143352	0	0.053487125	0.025140988	0.06456471	0	0.053314112	0.013849175	0	0	0	0	0.026390434	0.010007468	0.063152788	0.088144835	0.058999114	0	0.023404414	0.005793261	0	0	0.015434391	0	0.010697334	0	0.054513689	0	0.017973501	0	0.009283591	0.05078282	0.005756479	0.051175425	0.028348969	0.03967358	0.031944358	0.087856311	0.049800549	0.026510283	0.072371327	0.008504863	0.14928217	0.091483476	0	0.055297929	0	0.031912125	0.077484986	0.069278252	0.034464414	0	0.062817235	0	0.006456003	0.016564515	0	0.102359772	0	0	0.039436609	0	0.081208494	0.043245897	0.006896064	0.132033429	0.134775562	0.134079662	0.071999452	0.114568109	0	0.078494291	0.026057765	0	0.155791556	0	0.012344435	0.040983567	0.043295415	0	0.010904146	0.082996501	0.093441598	0	0	0.049972474	0.090638206	0.113329447	0.145088369	0.077788449	0	0	0.0154468	0.038000906	0.063417047	0.087872347	0	0.009758348	0.007961592	0.0770168	0.051433458	0.033773497	0.026124063	0	0.083752889	0	0	0.012757449	0	0.180308969	0.183230834	0.081594214	0.240776544	0.006999265	0	0.015332884	0.005352409	0.011544898	0	0	0.046742273	0.009700994	0.042623268	0.04868814	0.124165972	0.119568675	0.148261293	0.000465366	0	0	0.054253194	0.02705903	0	0	0	0.155117403	0.021350805	0	0.020664657	0.004940613	0	0.016720909	0.114185512	0.123008148	0.054359044	0	0	0	0.125390739	0.057959413	0.008685945	0.085582356	0.094462635	0.104572451	0	0.095421283	0	0	0	0	0.007315267	0.041361822	0.09853446	0.009987168	0.05162434	0.010303739	0.087493296	0.064779647	0	0.015495656	0.010761457	0.108605623	0.058119372	0.025158907	0	0.010347833	0	0.073557002	0	0.041338382	0.027335902	0	0	0	0.175051898	0.022359926	0	0.046798336	0.069247369	0.034921967	0	0.00061618	0.012164511	0.148311221	0.140468483	0.010399675	0.069333154	0	0.075537096	0.042448832	0.08210616	0.092794879	0.047909173	0	0.04775047	0	0.168030355	0.000431568	0.153164929	0	0	0.032231088	0	0	0	0.227033353	0.097531468	0.136983616	0	0.027461444	0	0.017344886	0.001941671	0.026164491	0	0.035569128	0	0.074009516	0.07892919	0	0	0.083571973	0.094946772	0.094742829	0	0	0	0.045709065	0.010605652	0.082458232	0.00896022	0.060447977	0	0.073530148	0.045769342	0.050505013	0.13373965	0	0.100555755	0	0	0	0	0	0.023475059	0.066075876	0.018964034	0.011463871	0.075047727	0.0543399	0.123943323	0.151551345	0	0	0.028299164	0.09320287	0.004064315	0.002033963	0.040163505	0.040277578	0.058650151	0	0.026944814	0.049283554	0.080790121	0.038378883	0.045069138	0.030850638	0.005385117	0.163975823	0	0	0	0.101539039	0.018766874	0.045561868	0	0.123472815	0	0.031801968	0.048342388	0.022625157
