UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-CZ-5989-11	TCGA-BP-5186-01	TCGA-EU-5904-01	TCGA-EU-5906-01	TCGA-BP-5184-01	TCGA-EU-5905-01	TCGA-AK-3444-01	TCGA-CW-5585-11	TCGA-A3-3376-01	TCGA-B8-5552-01	TCGA-CW-6087-01	TCGA-CW-6088-01	TCGA-CW-6090-01	TCGA-B4-5832-01	TCGA-B0-5712-01	TCGA-B4-5834-01	TCGA-B0-5713-01	TCGA-B0-5812-01	TCGA-B4-5836-01	TCGA-CJ-6027-01	TCGA-CJ-5686-01	TCGA-CJ-6030-01	TCGA-CJ-6031-01	TCGA-CJ-6028-01	TCGA-CJ-6032-01	TCGA-CW-5580-01	TCGA-B4-5843-01	TCGA-B4-5838-01	TCGA-B4-5835-01	TCGA-CJ-6033-01	TCGA-B8-4146-01	TCGA-B4-5844-01	TCGA-B8-5545-01	TCGA-B8-4153-01	TCGA-B2-5641-01	TCGA-CJ-5683-01	TCGA-CJ-5675-01	TCGA-CJ-5680-01	TCGA-DV-5566-01	TCGA-B0-5695-01	TCGA-CZ-4859-01	TCGA-CJ-4897-01	TCGA-CW-5588-01	TCGA-DV-5569-01	TCGA-B0-5696-01	TCGA-A3-3387-01	TCGA-B0-5699-11	TCGA-CJ-5689-11	TCGA-B0-5690-11	TCGA-CZ-5985-11	TCGA-CZ-5986-11	TCGA-CZ-5988-11	TCGA-CW-6090-11	TCGA-CZ-5987-11	TCGA-CZ-5982-11	TCGA-CZ-5984-11	TCGA-CJ-5677-11	TCGA-B0-5705-11	TCGA-CZ-5467-11	TCGA-B8-5552-11	TCGA-CJ-6030-11	TCGA-CW-6087-11	TCGA-CW-5580-11	TCGA-CW-6088-11	TCGA-B0-5712-11	TCGA-B0-5711-11	TCGA-CZ-5982-01	TCGA-CZ-5984-01	TCGA-CZ-5985-01	TCGA-CZ-5989-01	TCGA-CW-6097-01	TCGA-CZ-5986-01	TCGA-CZ-5987-01	TCGA-CZ-5988-01	TCGA-CW-6093-01	TCGA-B0-5703-01	TCGA-B0-5701-01	TCGA-B0-5693-01	TCGA-CW-5584-01	TCGA-B8-5553-01	TCGA-B0-5700-01	TCGA-CW-5583-01	TCGA-DV-5576-01	TCGA-B8-5551-01	TCGA-CJ-5679-01	TCGA-DV-5565-01	TCGA-B0-5691-01	TCGA-B2-5633-01	TCGA-DV-5567-01	TCGA-CW-5585-01	TCGA-CJ-5671-01	TCGA-B2-5636-01	TCGA-CJ-5681-01	TCGA-DV-5568-01	TCGA-B0-5694-01	TCGA-B0-5692-01	TCGA-A3-3358-01	TCGA-B2-5635-01	TCGA-B0-5705-01	TCGA-B4-5377-01	TCGA-B0-5699-01	TCGA-B0-5690-01	TCGA-B0-5709-01	TCGA-B8-5550-01	TCGA-B0-4698-01	TCGA-B0-4816-01	TCGA-CZ-5467-01	TCGA-CJ-5679-11	TCGA-B0-5709-11	TCGA-CW-5589-11	TCGA-CZ-4865-11	TCGA-B0-5701-11	TCGA-A3-3387-11	TCGA-B0-5703-11	TCGA-CJ-5672-11	TCGA-CJ-5676-11	TCGA-CW-5584-11	TCGA-CW-5581-11	TCGA-B0-5696-11	TCGA-B0-5694-11	TCGA-CJ-5680-11	TCGA-B2-5636-11	TCGA-CW-5591-11	TCGA-CW-5587-11	TCGA-CJ-5678-11	TCGA-B0-4700-11	TCGA-B2-5641-11	TCGA-A3-3358-11	TCGA-B8-5549-11	TCGA-B0-5697-11	TCGA-CJ-5681-11	TCGA-B0-4700-01	TCGA-B8-5549-01	TCGA-B0-5697-01	TCGA-CJ-5689-01	TCGA-DV-5574-01	TCGA-B2-5639-01	TCGA-CW-5587-01	TCGA-CJ-5672-01	TCGA-CW-5590-01	TCGA-CJ-5682-01	TCGA-CJ-5677-01	TCGA-CJ-5678-01	TCGA-CW-5591-01	TCGA-CW-5581-01	TCGA-DV-5575-01	TCGA-B0-4815-01	TCGA-CZ-5458-01	TCGA-CZ-5468-01	TCGA-AK-3454-01	TCGA-AK-3453-01	TCGA-CZ-5470-01	TCGA-AK-3426-01	TCGA-B0-4691-01	TCGA-CZ-5454-01	TCGA-CZ-5455-01	TCGA-CZ-5463-01	TCGA-BP-4770-01	TCGA-CZ-5461-01	TCGA-CZ-5464-01	TCGA-B0-4821-01	TCGA-B0-5399-01	TCGA-CZ-5453-01	TCGA-B0-4852-01	TCGA-CZ-5452-01	TCGA-CZ-4863-01	TCGA-B8-4621-01	TCGA-CZ-4865-01	TCGA-B0-5400-01	TCGA-CZ-5465-01	TCGA-CZ-5457-01	TCGA-AK-3458-01	TCGA-CZ-5460-01	TCGA-CZ-4866-01	TCGA-B0-4818-01	TCGA-B0-4706-01	TCGA-B0-4811-01	TCGA-CZ-5469-01	TCGA-B0-5080-01	TCGA-B0-5402-01	TCGA-B0-4810-01	TCGA-CZ-4864-01	TCGA-B0-4712-01	TCGA-CZ-5456-01	TCGA-B4-5378-01	TCGA-B0-4712-11	TCGA-CZ-5451-11	TCGA-CZ-5469-11	TCGA-CZ-5461-11	TCGA-CZ-5453-11	TCGA-CZ-5462-11	TCGA-CZ-5463-11	TCGA-CZ-5454-11	TCGA-B0-5402-11	TCGA-CZ-5455-11	TCGA-CZ-5452-11	TCGA-CZ-5465-11	TCGA-CZ-4863-11	TCGA-CZ-5470-11	TCGA-CZ-5462-01	TCGA-CZ-5466-11	TCGA-CZ-5457-11	TCGA-CZ-5468-11	TCGA-CZ-4864-11	TCGA-CZ-5458-11	TCGA-AK-3465-01	TCGA-BP-5187-01	TCGA-BP-5196-01	TCGA-CZ-4856-01	TCGA-AK-3443-01	TCGA-A3-3325-01	TCGA-A3-3328-01	TCGA-A3-3329-01	TCGA-B0-4847-01	TCGA-BP-5189-01	TCGA-BP-5192-01	TCGA-BP-5181-01	TCGA-CJ-4905-01	TCGA-BP-5180-01	TCGA-BP-5170-01	TCGA-BP-5199-01	TCGA-BP-5175-01	TCGA-BP-5174-01	TCGA-BP-5202-01	TCGA-BP-5177-01	TCGA-BP-5183-01	TCGA-CJ-4920-01	TCGA-CJ-4918-01	TCGA-BP-5195-01	TCGA-BP-5176-01	TCGA-CJ-4923-01	TCGA-CJ-4902-01	TCGA-BP-5169-01	TCGA-CJ-4904-01	TCGA-CJ-4901-01	TCGA-CJ-4912-01	TCGA-BP-5190-01	TCGA-CJ-4903-01	TCGA-BP-5173-01	TCGA-BP-5191-01	TCGA-BP-5201-01	TCGA-A3-3385-01	TCGA-B0-5094-01	TCGA-B0-5104-01	TCGA-BP-4801-01	TCGA-BP-4993-01	TCGA-A3-3306-01	TCGA-A3-3365-01	TCGA-BP-5194-01	TCGA-CJ-4869-01	TCGA-CJ-4907-01	TCGA-B8-5163-01	TCGA-CJ-4882-01	TCGA-B0-5116-01	TCGA-A3-3335-01	TCGA-BP-4985-01	TCGA-BP-4982-01	TCGA-BP-4995-01	TCGA-BP-5007-01	TCGA-BP-5009-01	TCGA-CJ-4900-01	TCGA-BP-5004-01	TCGA-BP-5200-01	TCGA-BP-5182-01	TCGA-BP-4999-01	TCGA-BP-4987-01	TCGA-BP-4992-01	TCGA-BP-4989-01	TCGA-BP-4981-01	TCGA-BP-4983-01	TCGA-BP-4986-01	TCGA-BP-5006-01	TCGA-CJ-4899-01	TCGA-CJ-4916-01	TCGA-BP-5001-01	TCGA-BP-4991-01	TCGA-BP-4988-01	TCGA-BP-4994-01	TCGA-BP-4998-01	TCGA-BP-5008-01	TCGA-BP-5000-01	TCGA-A3-3380-01	TCGA-A3-3316-01	TCGA-AK-3455-01	TCGA-BP-5178-01	TCGA-CJ-4908-01	TCGA-A3-3307-01	TCGA-AK-3427-01	TCGA-A3-3326-01	TCGA-A3-3352-01	TCGA-BP-5198-01	TCGA-A3-3363-01	TCGA-AS-3777-01	TCGA-CZ-4853-01	TCGA-CJ-4873-01	TCGA-B0-4834-01	TCGA-BP-4789-01	TCGA-BP-4790-01	TCGA-CJ-4890-01	TCGA-CJ-4868-01	TCGA-BP-4781-01	TCGA-CJ-4878-01	TCGA-CZ-4858-01	TCGA-CJ-4887-01	TCGA-CJ-4635-01	TCGA-B0-4836-01	TCGA-BP-4804-01	TCGA-BP-4784-01	TCGA-B0-5096-01	TCGA-B8-5164-01	TCGA-BP-5010-01	TCGA-B0-4823-01	TCGA-B0-5084-01	TCGA-B0-5098-01	TCGA-CJ-4886-01	TCGA-CZ-4862-01	TCGA-BP-4968-01	TCGA-B0-5109-01	TCGA-BP-4803-01	TCGA-A3-3367-01	TCGA-CJ-4894-01	TCGA-CJ-4893-01	TCGA-CZ-4857-01	TCGA-CJ-4876-01	TCGA-B0-4833-01	TCGA-CJ-4895-01	TCGA-CJ-4874-01	TCGA-B0-5107-01	TCGA-B0-5117-01	TCGA-B0-5095-01	TCGA-CZ-4861-01	TCGA-CJ-4892-01	TCGA-CJ-4884-01	TCGA-BP-4799-01	TCGA-B0-5106-01	TCGA-CJ-4889-01	TCGA-B0-4839-01	TCGA-BP-4177-01	TCGA-B0-5120-01	TCGA-B0-5108-01	TCGA-B0-5119-01	TCGA-CJ-4872-01	TCGA-CJ-4885-01	TCGA-B0-4827-01	TCGA-B8-5162-01	TCGA-A3-3370-01	TCGA-B0-4838-01	TCGA-BP-4762-01	TCGA-BP-4782-01	TCGA-B0-5110-01	TCGA-BP-4775-01	TCGA-BP-4798-01	TCGA-CJ-4875-01	TCGA-B0-4945-01	TCGA-B0-5099-01	TCGA-B0-5083-01	TCGA-B0-5100-01	TCGA-B8-5158-01	TCGA-CJ-4888-01	TCGA-BP-4807-01	TCGA-BP-4787-01	TCGA-BP-4759-01	TCGA-BP-4771-01	TCGA-BP-4340-01	TCGA-BP-4329-01	TCGA-BP-4170-01	TCGA-BP-4962-01	TCGA-B0-5081-01	TCGA-BP-4959-01	TCGA-CJ-4881-01	TCGA-B0-4842-01	TCGA-BP-4760-01	TCGA-B0-5085-01	TCGA-BP-4967-01	TCGA-BP-4974-01	TCGA-BP-4976-01	TCGA-B0-4837-01	TCGA-B0-5121-01	TCGA-A3-3357-01	TCGA-B0-5088-01	TCGA-B0-5077-01	TCGA-BP-4960-01	TCGA-BP-4963-01	TCGA-BP-4797-01	TCGA-BP-4977-01	TCGA-BP-4973-01	TCGA-BP-4971-01	TCGA-CZ-4860-01	TCGA-BP-4970-01	TCGA-BP-4975-01	TCGA-CJ-4891-01	TCGA-A3-3347-01	TCGA-A3-3351-01	TCGA-AK-3426-01	TCGA-CJ-4638-01	TCGA-CJ-4636-01	TCGA-BP-4164-01	TCGA-CJ-4637-01	TCGA-CJ-4639-01	TCGA-AK-3429-01	TCGA-A3-3343-01	TCGA-B0-4703-01	TCGA-A3-3323-01	TCGA-A3-3331-01	TCGA-A3-3324-01	TCGA-A3-3322-01	TCGA-A3-3374-01	TCGA-A3-3372-01	TCGA-A3-3378-01	TCGA-A3-3382-01	TCGA-A3-3362-01	TCGA-A3-3349-01	TCGA-BP-4161-01	TCGA-B2-3924-01	TCGA-B2-4099-01	TCGA-B8-4148-01	TCGA-B8-4154-01	TCGA-B8-4143-01	TCGA-B8-4620-01	TCGA-B8-4151-01	TCGA-B8-4619-01	TCGA-B2-4098-01	TCGA-CJ-4640-01	TCGA-BP-4167-01	TCGA-CJ-4634-01	TCGA-CJ-4641-01	TCGA-AK-3436-01	TCGA-B2-3923-01	TCGA-AK-3456-01	TCGA-BP-4163-01	TCGA-BP-4162-01	TCGA-AK-3451-01	TCGA-B2-4102-01	TCGA-A3-3313-01	TCGA-B0-4817-01	TCGA-B0-4841-01	TCGA-B0-4843-01	TCGA-AK-3440-01	TCGA-B0-4713-01	TCGA-B0-4848-01	TCGA-B0-4844-01	TCGA-B0-4814-01	TCGA-B8-4622-01	TCGA-B0-4845-01	TCGA-A3-3319-01	TCGA-A3-3308-01	TCGA-A3-3311-01	TCGA-A3-3317-01	TCGA-CJ-4643-01	TCGA-A3-3320-01	TCGA-CJ-4644-01	TCGA-BP-4330-01	TCGA-AK-3431-01	TCGA-BP-5168-01	TCGA-B8-5159-01	TCGA-B0-5102-01	TCGA-B0-5115-01	TCGA-AK-3460-01	TCGA-BP-4349-01	TCGA-B0-4824-01	TCGA-B0-4693-01	TCGA-B0-4828-01	TCGA-B0-4849-01	TCGA-AK-3434-01	TCGA-AK-3450-01	TCGA-AK-3433-01	TCGA-AK-3445-01	TCGA-BP-4347-01	TCGA-BP-4165-01	TCGA-BP-4355-01	TCGA-BP-4758-01	TCGA-BP-4345-01	TCGA-BP-4166-01	TCGA-BP-4766-01	TCGA-BP-4338-01	TCGA-BP-4326-01	TCGA-BP-4169-01	TCGA-BP-4769-01	TCGA-BP-4337-01	TCGA-BP-4756-01	TCGA-BP-4327-01	TCGA-BP-4768-01	TCGA-B0-4690-01	TCGA-BP-4774-01	TCGA-CZ-4854-01	TCGA-CJ-4871-01	TCGA-BP-4344-01	TCGA-BP-4174-01	TCGA-BP-4353-01	TCGA-BP-4325-01	TCGA-BP-4765-01	TCGA-BP-4763-01	TCGA-BP-4334-01	TCGA-BP-4332-01	TCGA-B0-4714-01	TCGA-BP-4176-01	TCGA-BP-4343-01	TCGA-BP-4160-01	TCGA-BP-4777-01	TCGA-BP-4354-01	TCGA-BP-4335-01	TCGA-A3-3359-01	TCGA-A3-3373-01	TCGA-BP-4158-01	TCGA-B0-4819-01	TCGA-BP-4159-01	TCGA-B0-4694-01	TCGA-B0-4846-01	TCGA-BP-4795-01	TCGA-BP-4173-01	TCGA-B0-5113-01	TCGA-BP-4341-01	TCGA-BP-4351-01	TCGA-B0-5092-01	TCGA-B8-5165-01	TCGA-BP-4761-01	TCGA-B0-5097-01	TCGA-BP-4342-01	TCGA-BP-4352-01	TCGA-AK-3454-01	TCGA-AK-3425-01	TCGA-AK-3428-01	TCGA-AK-3453-01	TCGA-B0-4707-01	TCGA-B0-4699-01	TCGA-B0-4701-01	TCGA-AK-3461-01	TCGA-B0-4813-01	TCGA-B0-4697-01	TCGA-B0-4688-01	TCGA-B0-4718-01	TCGA-B0-4696-01	TCGA-B0-5711-01	TCGA-B0-5710-01	TCGA-B0-5698-01	TCGA-B0-5691-11	TCGA-B8-4622-11	TCGA-CZ-5456-11	TCGA-B8-4619-11	TCGA-B8-4620-11	TCGA-B0-5706-11	TCGA-CJ-5676-01	TCGA-CJ-5684-01	TCGA-B8-5546-01	TCGA-DV-5573-01	TCGA-B0-5706-01	TCGA-CW-5589-01	TCGA-BP-4969-01	TCGA-BP-4961-01	TCGA-BP-4972-01	TCGA-B0-5075-01	TCGA-BP-4964-01	TCGA-BP-4965-01	TCGA-B2-4101-01	TCGA-BP-4346-01	TCGA-B0-4710-01	TCGA-B0-5702-01	TCGA-AK-3447-01	TCGA-AK-3425-01	TCGA-CZ-5459-01	TCGA-A3-3346-01	TCGA-CZ-5451-01	TCGA-BP-5185-01	TCGA-B0-5707-01	TCGA-CZ-5466-01	TCGA-CJ-4870-01	TCGA-BP-4776-01	TCGA-A3-3383-01	TCGA-MM-A564-01	TCGA-MW-A4EC-01	TCGA-B0-4822-01	TCGA-DV-A4W0-01	TCGA-DV-A4W0-05	TCGA-EU-5907-01	TCGA-B2-A4SR-01	TCGA-DV-A4VX-01	TCGA-B8-A54G-01	TCGA-B8-A54F-01	TCGA-DV-A4VZ-01	TCGA-CJ-4642-01	TCGA-CJ-6033-11	TCGA-B8-A54E-01	TCGA-B2-3924-01	TCGA-B2-5633-01	TCGA-B2-3923-01	TCGA-B2-5635-01	TCGA-B2-3923-01	TCGA-B2-5633-01	TCGA-B2-3924-01	TCGA-B2-5635-01	TCGA-G6-A5PC-01	TCGA-B8-A54K-01	TCGA-B8-A54J-01	TCGA-B8-A54I-01	TCGA-B8-A54H-01	TCGA-A3-A6NL-01	TCGA-A3-A6NN-01	TCGA-GK-A6C7-01	TCGA-BP-4331-01	TCGA-AS-3778-01	TCGA-A3-A6NI-01	TCGA-A3-A6NJ-01	TCGA-T7-A92I-01	TCGA-3Z-A93Z-01	TCGA-G6-A8L8-01	TCGA-MM-A84U-01	TCGA-G6-A8L6-01	TCGA-A3-A8OX-01	TCGA-G6-A8L7-01	TCGA-A3-A8OU-01	TCGA-6D-AA2E-01	TCGA-A3-A8OV-01	TCGA-A3-A8OW-01	TCGA-A3-A8CQ-01	TCGA-B8-A7U6-01	TCGA-B8-A54D-01	TCGA-MM-A563-01	TCGA-B8-A8YJ-01
4	NAIVE_B_CELL	0.012613176	0.110699801	0.063865071	0.01731804	0.009046885	0.019494456	0.029928375	0.11490561	0	0.060107038	0.072334824	0.016089493	0.061547137	0.033850036	0.000814887	0.022297597	0.012727732	0.034745305	0.011224475	0.002827671	0.023353355	0.05098294	0.029035961	0.035669768	0	0.000634452	0.014682541	0.065090625	0.008915657	0.022048211	0.004815807	0.029087514	0.108162531	0.003914564	0.035063034	0	0.00075217	0	0.0136477	0.069921973	0.01622303	0.046456718	0.02977939	0.029525677	0.006368692	0.078596007	0.134687813	0.06266845	0.055561835	0.099481402	0.162970838	0.108263852	0.087310669	0.075752567	0.03661862	0.088517472	0.115629072	0.080213119	0	0.042059974	0.109409914	0.007233474	0.041260882	0.042604081	0.107871188	0.094878824	0.002695183	0.085038058	0.049641729	0.003749957	0.129558755	0.011745258	0	0.053042751	0.013689389	0.01223391	0.035460399	0.021107126	0.041896896	0.08946053	0.02087299	0.046809847	0.011014354	0	0	0	0.129584544	0.016700949	0.007893809	0.003444829	0.049116764	0.065460896	0	0.009997901	0.019480824	0.014759127	0.015800831	0	0	0.030441304	0	0.080697812	0.076938354	0.012282202	0.000731786	0.00633469	0.022845438	0.091112605	0.035471072	0	0.020661176	0.081251894	0.002704202	0.022699029	0.083118054	0.123459201	0.126565097	0.062417524	0.037842449	0.196486665	0	0.099020138	0.006281133	0.054695147	0.08823497	0.090258223	0	0.009820524	0.008508837	0.008796145	0.008701149	0.026530354	0.010751179	0.059895231	0.048605844	0.114210792	0.034645727	0	0.001718509	0.005551987	0.13240005	0.021279099	0.010588828	0.041412748	0.017579525	0.019742481	0	0.020060085	0.000678443	0.026171468	0.036561647	0.00569259	0.007117596	0.006912873	0.010402689	0.004080963	0	0.006594291	0.042200293	0	0	0	0.04905596	0.004910496	0.010809072	0.004934076	0.001456957	0.075763021	0	0.035227545	0.033202111	0.005976382	0.042165043	0.01132587	0.138464555	0.014434278	0	0	0.0685985	0.103687144	0.023763096	0	0.022800493	0.047470262	0.090260704	0.128526037	0.10574537	0	0.072123811	0.189844543	0.028159112	0.017450571	0.11287929	0.15010835	0.021077008	0.058725882	0.016891471	0.039960715	0.119558055	0.023712411	0.097424346	0.030500156	0.047776131	0.043902781	0.105107279	0	0.058882973	0.006112881	0	0.055540781	0.003451714	0	0.002104912	0.028610988	0.023582622	0.002069235	0.014361125	0.007399064	0.005214847	0.044291335	0.013208534	0.000425561	0	0.008715661	0.000833248	0	0.021862524	0.082857515	0.006016492	0	0.057706369	0.014824401	0.03672449	0.033316588	0	0	0	0.007283742	0	0	0.012299458	0.023090498	0.040772277	0.00026181	0.016433806	0.012401656	0	0.013217744	0.164412414	0.008151065	0.04022396	0.019732506	0.101065616	0.015943221	0	0.042333637	0.038546132	0.043188632	0.004185061	0.050895601	0.045369298	0.020222052	0.05067951	0.014741957	0.030620867	0.000656835	0.00618954	0.099339701	0.000758856	0.000825451	0.034606669	0	0.016239681	0	0	0	0.473072683	0.060577813	0.011329078	0.053603496	0	0.006258484	0.022202987	0.028903964	0.099824134	0.018286095	0.005328705	0	0.07029864	0.003545808	0.101399856	0.000792773	0.050551515	0.031822626	0.010170807	0.029257896	0.023646576	0.018954711	0.08337873	0.045446863	0.005008231	0	0.023434092	0.008224133	0	0.072396896	0.006945925	0.008142253	0.054453519	0	0.022958686	0.113874761	0.003999969	0	0.010154971	0	0	0.020377146	0.039259659	0.04558573	0.007746315	0.006812289	0.033385709	0	0	0.061109721	0.005594087	0	0.020444217	0.029936521	0.018051844	0	0.020152617	0.012108245	0.108111588	0.034364145	0.008595117	0.154617774	0.06285813	0.038970562	0	0.135739666	0.015649351	0.048030981	0.00956276	0.003671737	0.007498895	0.081015674	0.009002434	0.031200949	0.028149048	0.048979369	0	0.005503477	0	0.025210832	0.038812561	0.040069173	0	0.012421867	0.010159671	0.018432231	0	0.0110458	0.009561252	0.01100347	0.0043524	0.021696046	0.074435309	0.011573138	0	0.055170523	0	0.055813469	0.002072413	0.005811255	0.009050639	0	0.007793135	0.039082102	0	0.006308189	0.005632036	0	0	0.007705501	0	0.004752082	0.019182764	0.097828993	0.022043799	0.013115049	0	0.008206653	0	0.050794356	0.002634552	0	0.00882949	0	0.026152818	0.017177239	0.020155824	0	0.008543522	0	0.005360358	0.015658463	0.038177489	0.009614832	0.019707991	0.126111784	0.010749635	0.020769146	0.02156048	0	0.004982042	0.071791573	0.026719141	0.000381033	0.312197015	0.008540936	0	0.001791042	0.01313171	0.052342989	0.077456056	0.025808712	0.043775258	0.039818288	0.004376772	0.006012314	0.020354189	0.022533534	0	0	0.021562158	0.015323623	0.018894147	0.025674406	0.02588401	0.008201575	0.009123612	0.014783794	0.022939234	0.03273718	0.099993778	0	0.040192863	0	0	0.059321823	0.023436986	0.009813294	0.011007951	0.014869106	0	0.010905629	0.055820099	0	0.031374886	0.03520266	0.004677068	0.016621167	0.033701658	0.0334781	0.010330441	0.016191078	0.010225842	0	0	0.01090453	0.082696233	0	0.007197839	0.028994452	0.040294094	0.050608434	0.037854833	0.00342235	0.001313393	0	0.017811342	0.000781355	0.02066259	0.022546103	0.011295052	0.003653583	0.010700051	0.000127048	0.015343985	0.003981167	0	0.012718985	0	0.015626399	0.021438576	0.01117341	0.023128251	0	0.141801945	0.006493765	0.018578401	0	0.038123672	0	0.039486866	0.005011329	0.089121545	0.003467428	0.025159695	0.024691354	0.068432455	0.012218908	0.149430489	0	0.03294312	0.02545954	0	0	0.017969602	0.041019803	0.030372427	0.033384146	0	0.009547901	0.019136333	0	0.036283972	0.013435989	0.011513277	0	0.022752418	0.025607323	0.029885591	0.13439087	0.025391514	0	0.167613663	0.109926595	0.14065963	0.011287284	0.015004478	0.035191922	0	0.147167896	0.043195637	0.090890319	0.014636695	0.025587836	0.008699812	0.010043862	0.017678935	0.015080209	0	0.038823577	0.01443064	0	0.032849267	0.015545531	0.003334022	0.008704401	0.012849821	0.035718786	0.009596602	0.051714407	0.004424167	0	0	0	0	0.01098975	0	0	0.001149331	0.000676906	0	0.053469412	0.003471446	0	0	0.006706533	0.007427116	0	0	0.008604334	0.090185701	0.00173996	0.008817695	0.00734421	0	0	0	0	0	0.059373342	0	0	0	0	0	0.009228198	0	0.076632621	0	0.026191502	0.017518941	0.042298812	0	0	0.139205945	0	0.001797898	0.004005639	0.101941966	0	0.039347398	0.098391357
2	MEMORY_B_CELL	0.086303315	0	0	0	0.026499625	0	0	0	0.004452258	0	0	0	0	0	0.013334177	0	0	0	0	0	0	0	0	0	0	0	0.002609374	0	0.003951568	0	0	0	0	0	0	0.007756946	0	0.002359916	0	0	0	0	0	0	0	0	0	0.045877554	0	0	0	0	0.021603675	0	0	0	0	0	0.065121773	0	0	0	0.018945641	0	0	0	0	0	0	0.015132496	0	0	0.011584873	0	0	0	0	0	0	0	0	0	0.053865201	0.022701987	0.007609128	0.001305016	0	0.003110863	0.006547367	0	0	0	0.035729678	0	0	0	0.018798256	0	0.004329747	0	0.029799487	0	0	0	0	0	0	0.031761288	0	0.079976508	0	0	0.027656809	0.056686434	0.037226508	0.000218538	0.005561009	0	0.012171046	0	0.09224516	0.029763811	0	0	0	0	0.201910019	0.014028109	0	0	0.022157877	0	0	0	0	0	0	0	0	0	0	0	0.000854705	0	0	0	0.037887258	0	0	0	0	0	0	0.001582114	0	0	0.007107028	0	0	0.003717542	0.029963003	0.020468446	0	0.032075268	0.008194865	0	0.02586115	0	0.000383473	0	0	0.037434388	0	0	0	0	0.006864108	0.033584873	0.003647503	0	0	0.009636139	0	0	0	0.017379183	0	0.105473254	0	0	0.02141689	0	0	0	0.075031543	0.015112612	0	0	0	0	0	0	0.017086654	0	0.066010443	0.016012147	0	0	0.008227167	0	0.011833054	0.017235391	0.007732745	0	0	0	0	0	0.001739839	0	0	0	0.01318576	0	0.0000166	0.019935927	0.008834972	0	0	0	0	0	0	0	0.01555727	0.08880799	0.018789186	0	0	0.006012178	0	0	0	0.035568298	0	0	0.017880273	0.017955739	0	0	0	0	0	0	0.056252935	0	0	0	0	0	0	0	0	0.008466497	0	0.001072165	0.004922835	0	0.006930391	0	0	0.003749682	0	0.005265413	0.070665822	0.011329383	0	0	0	0	0	0.026308719	0	0	0	0	0	0.014486876	0	0	0	0.019980236	0	0	0.020268589	0	0	0	0	0	0	0.013429046	0	0	0.003780996	0	0	0.043804613	0	0.018226659	0	0	0.043262716	0.172986148	0	0.00605852	0	0	0	0	0	0	0	0	0	0	0	0.023364055	0	0	0	0	0	0	0	0.135933511	0.009233891	0	0	0	0	0	0	0	0.003985292	0	0	0	0	0	0	0	0	0.004991449	0.081138811	0	0	0	0.000691229	0	0	0	0	0	0.006031979	0	0	0.003644537	0	0	0.005683966	0	0.059620222	0	0.003176435	0.003761333	0	0.002508378	0	0	0.013681106	0.011500359	0	0.000346196	0.007046314	0.008553565	0.03972594	0.001646565	0	0	0	0.017952825	0.007444481	0	0.014898003	0	0.041243162	0.023427343	0	0.003270766	0	0	0	0.021793552	0	0.015963714	0.00501725	0	0	0	0	0	0	0	0	0.009448218	0	0	0	0.015484557	0	0.034552861	0	0.006246635	0	0	0	0	0	0	0	0	0	0.033735224	0.018892782	0	0.039876778	0	0	0	0	0.054529362	0	0	0	0	0	0.019448629	0	0	0.005828788	0	0	0	0	0	0	0.001054026	0	0.00701533	0	0	0	0	0	0	0	0	0	0.038721042	0	0	0	0.015110019	0.001789724	0	0	0.024049651	0.015511248	0.016089127	0	0.029167847	0	0.001247718	0.017466156	0	0	0	0	0	0	0.003165604	0.072224439	0.007542359	0.005147435	0	0	0	0.004757833	0	0	0	0	0.002054067	0	0.016145485	0	0	0	0	0.003671288	0	0	0	0	0	0	0	0.031619697	0.007119228	0	0	0	0	0.004822894	0.002081701	0.002013155	0.018592457	0.062901578	0	0	0.007685109	0	0	0	0	0.009364881	0.065389982	0	0	0.017002231	0	0	0	0.004853785	0	0	0	0.001624022	0	0	0	0	0	0.013938856	0.003950003	0.012044767	0.018805116	0	0	0	0	0	0	0.008875708	0	0.045819849	0	0.036546011	0.04110248	0.003509289	0.002781445	0	0	0.001379265	0.000738669	0.012461088	0	0.015484206	0.044281294	0.044430307	0.007308703	0	0.051903081	0.018079643	0	0	0.045220982	0.005964762	0	0	0	0	0.075943762	0.010448477	0	0.002009299	0	0.00562963	0	0.018253146	0	0	0	0.045274583	0	0	0	0.025239414	0.006687971	0	0.002313952	0	0	0	0.000417231	0	0
