UNIQUE_CELL_ID	UNIQUE_CELL_NAME	TCGA-94-A5I4-01	TCGA-58-A46M-01	TCGA-56-A49D-01	TCGA-43-A474-01	TCGA-43-A475-01	TCGA-56-A4BW-01	TCGA-56-A4BX-01	TCGA-58-A46L-01	TCGA-58-A46K-01	TCGA-J1-A4AH-01	TCGA-85-8481-01	TCGA-85-8479-01	TCGA-85-8353-01	TCGA-58-8392-01	TCGA-85-8352-01	TCGA-58-8390-01	TCGA-58-8388-01	TCGA-68-7757-01	TCGA-68-8250-01	TCGA-94-8491-01	TCGA-94-8490-01	TCGA-85-8354-01	TCGA-85-8666-01	TCGA-92-8065-01	TCGA-96-8169-01	TCGA-85-8350-01	TCGA-85-8277-01	TCGA-56-8628-01	TCGA-56-8625-01	TCGA-56-7823-01	TCGA-43-8116-01	TCGA-43-8118-01	TCGA-43-8115-01	TCGA-77-8128-01	TCGA-92-8064-01	TCGA-92-8063-01	TCGA-85-8582-01	TCGA-85-8584-01	TCGA-85-8580-01	TCGA-85-8072-01	TCGA-85-8071-01	TCGA-85-8052-01	TCGA-85-8070-01	TCGA-77-8156-01	TCGA-77-8150-01	TCGA-56-8307-01	TCGA-34-8455-01	TCGA-34-8454-01	TCGA-85-8048-01	TCGA-85-8049-01	TCGA-77-8144-01	TCGA-68-8251-01	TCGA-77-8130-01	TCGA-58-8387-01	TCGA-56-8308-01	TCGA-56-8305-01	TCGA-98-8022-01	TCGA-98-8021-01	TCGA-96-8170-01	TCGA-34-8454-11	TCGA-58-8386-11	TCGA-56-8309-11	TCGA-56-8201-11	TCGA-56-A4BY-01	TCGA-33-4589-01	TCGA-56-7823-11	TCGA-56-8082-11	TCGA-96-A4JL-01	TCGA-77-8136-01	TCGA-85-8276-01	TCGA-56-8626-01	TCGA-56-8504-01	TCGA-56-8503-01	TCGA-56-8082-01	TCGA-56-8083-01	TCGA-56-8201-01	TCGA-94-8035-01	TCGA-85-8288-01	TCGA-56-8629-01	TCGA-56-8624-01	TCGA-77-8133-01	TCGA-77-8131-01	TCGA-77-8140-01	TCGA-77-8138-01	TCGA-77-8139-01	TCGA-77-8145-01	TCGA-77-8146-01	TCGA-77-8148-01	TCGA-77-8154-01	TCGA-77-8153-01	TCGA-85-8287-01	TCGA-39-5040-01	TCGA-52-7622-01	TCGA-52-7810-01	TCGA-52-7812-01	TCGA-43-5670-01	TCGA-58-8386-01	TCGA-43-7657-11	TCGA-56-8083-11	TCGA-43-7658-11	TCGA-43-5670-11	TCGA-98-8023-01	TCGA-56-8309-01	TCGA-98-8020-01	TCGA-77-8143-01	TCGA-34-8456-01	TCGA-56-8304-01	TCGA-58-8391-01	TCGA-43-7656-01	TCGA-94-7557-01	TCGA-56-7730-01	TCGA-43-7657-01	TCGA-56-7731-01	TCGA-85-7844-01	TCGA-56-7822-01	TCGA-85-7710-01	TCGA-56-7730-11	TCGA-33-4587-11	TCGA-56-7731-11	TCGA-85-7710-11	TCGA-22-4605-01	TCGA-33-4587-01	TCGA-90-7766-01	TCGA-85-7698-01	TCGA-90-7769-01	TCGA-85-7696-01	TCGA-85-7699-01	TCGA-90-7767-01	TCGA-52-7811-01	TCGA-22-4609-01	TCGA-68-7756-01	TCGA-60-2697-01	TCGA-43-7658-01	TCGA-85-7843-01	TCGA-68-7755-01	TCGA-58-8393-01	TCGA-85-8351-01	TCGA-85-7697-01	TCGA-22-4609-11	TCGA-90-7767-11	TCGA-98-A538-01	TCGA-85-A4QQ-01	TCGA-L3-A4E7-01	TCGA-LA-A446-01	TCGA-33-A4WN-01	TCGA-56-A4ZK-01	TCGA-56-A4ZJ-01	TCGA-68-A59I-01	TCGA-85-A4JB-01	TCGA-85-A50M-01	TCGA-90-A4EE-01	TCGA-85-A4JC-01	TCGA-85-A4PA-01	TCGA-85-A4QR-01	TCGA-90-A4ED-01	TCGA-94-A4VJ-01	TCGA-96-A4JK-01	TCGA-63-A5MP-01	TCGA-21-A5DI-01	TCGA-85-A4CL-01	TCGA-NC-A5HP-01	TCGA-85-A5B5-01	TCGA-NC-A5HH-01	TCGA-63-A5MB-01	TCGA-NC-A5HK-01	TCGA-98-A53J-01	TCGA-NC-A5HT-01	TCGA-37-A5EL-01	TCGA-63-A5MS-01	TCGA-77-A5G3-01	TCGA-77-A5G6-01	TCGA-77-A5G1-01	TCGA-77-A5G8-01	TCGA-77-A5G7-01	TCGA-22-A5C4-01	TCGA-77-A5GA-01	TCGA-94-A5I6-01	TCGA-77-A5GH-01	TCGA-63-A5MY-01	TCGA-63-A5MG-01	TCGA-77-A5GF-01	TCGA-77-A5GB-01	TCGA-33-A5GW-01	TCGA-34-A5IX-01	TCGA-37-A5EM-01	TCGA-56-A5DR-01	TCGA-56-A5DS-01	TCGA-O2-A52N-01	TCGA-63-A5MI-01	TCGA-63-A5MH-01	TCGA-63-A5MN-01	TCGA-63-A5ML-01	TCGA-63-A5MR-01	TCGA-77-A5FZ-01	TCGA-L3-A524-01	TCGA-98-A53I-01	TCGA-MF-A522-01	TCGA-O2-A52S-01	TCGA-O2-A52V-01	TCGA-O2-A52W-01	TCGA-90-A59Q-01	TCGA-NC-A5HI-01	TCGA-NC-A5HQ-01	TCGA-63-A5MM-01	TCGA-68-A59J-01	TCGA-O2-A52Q-01	TCGA-NC-A5HJ-01	TCGA-NC-A5HR-01	TCGA-O2-A5IB-01	TCGA-63-A5MJ-01	TCGA-85-A50Z-01	TCGA-85-A511-01	TCGA-98-A539-01	TCGA-98-A53A-01	TCGA-98-A53B-01	TCGA-98-A53C-01	TCGA-98-A53D-01	TCGA-98-A53H-01	TCGA-63-A5MV-01	TCGA-43-A56V-01	TCGA-NK-A5CX-01	TCGA-NC-A5HG-01	TCGA-85-A53L-01	TCGA-63-A5MW-01	TCGA-NC-A5HO-01	TCGA-63-A5M9-01	TCGA-NK-A5D1-01	TCGA-85-A513-01	TCGA-NC-A5HF-01	TCGA-NC-A5HL-01	TCGA-NC-A5HD-01	TCGA-85-A510-01	TCGA-NK-A5CR-01	TCGA-85-A512-01	TCGA-37-A5EN-01	TCGA-NC-A5HE-01	TCGA-NC-A5HM-01	TCGA-NK-A5CT-01	TCGA-63-A5MU-01	TCGA-NC-A5HN-01	TCGA-43-A56U-01	TCGA-63-A5MT-01	TCGA-85-7950-01	TCGA-77-8009-01	TCGA-90-7964-01	TCGA-94-7943-01	TCGA-77-8007-01	TCGA-77-8008-01	TCGA-21-5783-01	TCGA-92-7341-01	TCGA-60-2704-01	TCGA-56-7580-01	TCGA-96-7545-01	TCGA-98-7454-01	TCGA-96-7544-01	TCGA-56-7580-11	TCGA-51-4081-11	TCGA-51-4079-11	TCGA-43-3394-11	TCGA-77-7337-11	TCGA-77-7335-11	TCGA-77-7142-11	TCGA-77-8008-11	TCGA-77-7338-11	TCGA-56-7582-01	TCGA-77-7142-01	TCGA-60-2703-01	TCGA-77-7335-01	TCGA-77-7337-01	TCGA-77-7138-01	TCGA-51-6867-01	TCGA-56-7222-01	TCGA-56-7223-01	TCGA-56-7579-01	TCGA-56-7222-11	TCGA-56-7579-11	TCGA-77-8007-11	TCGA-51-4080-11	TCGA-77-7465-01	TCGA-56-7582-11	TCGA-77-7139-01	TCGA-92-7340-01	TCGA-77-7141-01	TCGA-56-7221-01	TCGA-77-6844-01	TCGA-79-5596-01	TCGA-77-6845-01	TCGA-94-7033-01	TCGA-85-6798-01	TCGA-90-6837-01	TCGA-56-5898-01	TCGA-63-7021-01	TCGA-63-7023-01	TCGA-63-7020-01	TCGA-63-7022-01	TCGA-77-6843-01	TCGA-22-5489-01	TCGA-77-6842-01	TCGA-34-7107-01	TCGA-22-5481-01	TCGA-33-6738-01	TCGA-43-6773-01	TCGA-22-5472-01	TCGA-22-5479-01	TCGA-22-5481-11	TCGA-43-6773-11	TCGA-22-5491-11	TCGA-34-7107-11	TCGA-22-5471-11	TCGA-90-6837-11	TCGA-43-6647-01	TCGA-34-5927-01	TCGA-60-2709-01	TCGA-63-6202-01	TCGA-22-4604-01	TCGA-46-6025-01	TCGA-21-1081-01	TCGA-43-6771-01	TCGA-43-6143-01	TCGA-43-6770-01	TCGA-46-6026-01	TCGA-22-4593-11	TCGA-60-2709-11	TCGA-43-6647-11	TCGA-43-6771-11	TCGA-43-6143-11	TCGA-33-6737-11	TCGA-22-5483-11	TCGA-34-5929-01	TCGA-34-5232-01	TCGA-85-6560-01	TCGA-33-6737-01	TCGA-39-5024-01	TCGA-39-5019-01	TCGA-22-5473-01	TCGA-22-5477-01	TCGA-22-5482-01	TCGA-56-6545-01	TCGA-70-6723-01	TCGA-22-5478-11	TCGA-22-5472-11	TCGA-85-6561-01	TCGA-70-6722-01	TCGA-34-5231-01	TCGA-34-5928-01	TCGA-34-5239-01	TCGA-39-5027-01	TCGA-39-5022-01	TCGA-56-6546-01	TCGA-85-6175-01	TCGA-22-5483-01	TCGA-22-4593-01	TCGA-22-5480-01	TCGA-22-5489-11	TCGA-22-5482-11	TCGA-56-5897-01	TCGA-22-5485-01	TCGA-22-5474-01	TCGA-22-5478-01	TCGA-22-5492-01	TCGA-21-5784-01	TCGA-37-5819-01	TCGA-21-5787-01	TCGA-18-5592-01	TCGA-21-5782-01	TCGA-21-5786-01	TCGA-43-5668-01	TCGA-22-5491-01	TCGA-18-5595-01	TCGA-22-5471-01	TCGA-34-5234-01	TCGA-60-2713-01	TCGA-60-2721-01	TCGA-66-2758-01	TCGA-60-2726-01	TCGA-60-2724-01	TCGA-34-2600-01	TCGA-60-2714-01	TCGA-60-2719-01	TCGA-43-2581-01	TCGA-60-2715-01	TCGA-60-2716-01	TCGA-66-2755-01	TCGA-60-2722-01	TCGA-66-2757-01	TCGA-34-2608-01	TCGA-60-2695-01	TCGA-34-2596-01	TCGA-43-2578-01	TCGA-60-2707-01	TCGA-60-2708-01	TCGA-60-2706-01	TCGA-60-2696-01	TCGA-60-2710-01	TCGA-60-2711-01	TCGA-60-2712-01	TCGA-60-2698-01	TCGA-66-2770-01	TCGA-66-2763-01	TCGA-66-2768-01	TCGA-66-2766-01	TCGA-66-2765-01	TCGA-66-2767-01	TCGA-66-2786-01	TCGA-66-2780-01	TCGA-66-2769-01	TCGA-66-2785-01	TCGA-66-2782-01	TCGA-66-2778-01	TCGA-66-2781-01	TCGA-37-4133-01	TCGA-37-3783-01	TCGA-39-5021-01	TCGA-37-4130-01	TCGA-39-5037-01	TCGA-37-4141-01	TCGA-33-4538-01	TCGA-39-5031-01	TCGA-51-4080-01	TCGA-33-4547-01	TCGA-34-5240-01	TCGA-37-4129-01	TCGA-37-4132-01	TCGA-66-2794-01	TCGA-33-4532-01	TCGA-22-4596-01	TCGA-51-4081-01	TCGA-66-2777-01	TCGA-66-2773-01	TCGA-66-2783-01	TCGA-66-2800-01	TCGA-66-2737-01	TCGA-60-2725-01	TCGA-66-2793-01	TCGA-66-2788-01	TCGA-66-2792-01	TCGA-66-2790-01	TCGA-66-2789-01	TCGA-66-2791-01	TCGA-66-2753-01	TCGA-66-2734-01	TCGA-33-4582-01	TCGA-22-4591-01	TCGA-33-4533-01	TCGA-37-4135-01	TCGA-22-4607-01	TCGA-66-2744-01	TCGA-66-2754-01	TCGA-22-0944-01	TCGA-66-2795-01	TCGA-66-2742-01	TCGA-22-4594-01	TCGA-46-3766-01	TCGA-46-3767-01	TCGA-66-2771-01	TCGA-66-2787-01	TCGA-18-3412-01	TCGA-18-4086-01	TCGA-66-2727-01	TCGA-37-3792-01	TCGA-46-3768-01	TCGA-43-3920-01	TCGA-18-3417-01	TCGA-46-3769-01	TCGA-43-3394-01	TCGA-22-4613-01	TCGA-22-4599-01	TCGA-18-3414-01	TCGA-33-4566-01	TCGA-18-4721-01	TCGA-51-4079-01	TCGA-22-4601-01	TCGA-33-4583-01	TCGA-37-3789-01	TCGA-22-4595-01	TCGA-63-5128-01	TCGA-39-5029-01	TCGA-39-5036-01	TCGA-63-5131-01	TCGA-39-5011-01	TCGA-39-5016-01	TCGA-33-4586-01	TCGA-39-5034-01	TCGA-39-5035-01	TCGA-39-5030-01	TCGA-39-5028-01	TCGA-39-5039-01	TCGA-34-5241-01	TCGA-18-3411-01	TCGA-18-4083-01	TCGA-18-3410-01	TCGA-18-3407-01	TCGA-22-1012-01	TCGA-46-3765-01	TCGA-22-0940-01	TCGA-22-1016-01	TCGA-21-1079-01	TCGA-18-3415-01	TCGA-22-1011-01	TCGA-22-1005-01	TCGA-18-3421-01	TCGA-56-1622-01	TCGA-18-3416-01	TCGA-18-3408-01	TCGA-18-3409-01	TCGA-18-3419-01	TCGA-22-1017-01	TCGA-22-1002-01	TCGA-18-3406-01	TCGA-21-1072-01	TCGA-21-1071-01	TCGA-21-1077-01	TCGA-21-1075-01	TCGA-21-1083-01	TCGA-21-1080-01	TCGA-21-1078-01	TCGA-21-1082-01	TCGA-21-1070-01	TCGA-21-1076-01	TCGA-21-1076-01	TCGA-85-8355-01	TCGA-52-7809-01	TCGA-39-5040-11	TCGA-37-4132-01	TCGA-60-2720-01	TCGA-37-4133-01	TCGA-77-7463-01	TCGA-77-7338-01	TCGA-77-7140-01	TCGA-77-7138-11	TCGA-92-7340-11	TCGA-60-2723-01	TCGA-66-2756-01	TCGA-66-2759-01	TCGA-34-5236-01	TCGA-22-1000-01	TCGA-43-2576-01	TCGA-58-A46N-01	TCGA-56-8622-01	TCGA-58-A46J-01	TCGA-85-8664-01	TCGA-85-A4CN-01	TCGA-XC-AA0X-01	TCGA-6A-AB49-01	TCGA-56-A62T-01	TCGA-33-AASL-01	TCGA-33-AASB-01	TCGA-33-AAS8-01	TCGA-NK-A7XE-01	TCGA-33-AASJ-01	TCGA-33-AASI-01	TCGA-33-AASD-01	TCGA-LA-A7SW-01	TCGA-56-8623-01	TCGA-56-8623-11
4	NAIVE_B_CELL	0.158806661	0.058200962	0.048672928	0	0.003561037	0.089557196	0	0.07263526	0.028443086	0	0.145744256	0	0.121876007	0.258370275	0	0.076930708	0.127809801	0.078982236	0.003915592	0.172360586	0.193677503	0	0.054535807	0.02853213	0.160161245	0.06839857	0.005358629	0.071265397	0.061374354	0	0.015619685	0.002748781	0.076214837	0.003438407	0.04627631	0.017344185	0.172964086	0.119551834	0.093165081	0.142529103	0.021336479	0	0.172440873	0.069196441	0.061654687	0.056462007	0.101821571	0.080657293	0.038718024	0.103048519	0	0.0436153	0.003142974	0.085001249	0.111623137	0.039427262	0.015674996	0.2316575	0.148739554	0.055595331	0.099566177	0.037401685	0.041323818	0.17446365	0.005719032	0.089991539	0.059674991	0.064343346	0.0621359	0.081583908	0	0.075568324	0.007757174	0.040132007	0.321596844	0.014992554	0.205406997	0	0.119514657	0.098906649	0.223724814	0.051629755	0.097120416	0.127874767	0	0.202786643	0.146462318	0.026476011	0.02038482	0.03628123	0.046420941	0.015293209	0.106902498	0	0.005026118	0	0.004781461	0.075914215	0.062678559	0.002055826	0.1192013	0	0.093568304	0.011677839	0.04265372	0.037854079	0.142231121	0.09900768	0.06740837	0.041273592	0.240895156	0.092678465	0.125122922	0.073860024	0.077835228	0.040836086	0.044107236	0.009804236	0.035939729	0.181144704	0.007968368	0	0.023808205	0.089827223	0.21690087	0.039198479	0.012254787	0.045620264	0.109059819	0.063414485	0.165731583	0.077146911	0.011157245	0.124694996	0.052725197	0.048941543	0.065178613	0.127061239	0.052901803	0.045651784	0.161933384	0.062636965	0.038660439	0.116194837	0.134503313	0.047218067	0.008006054	0.208246632	0.162213748	0	0.026684246	0.008489054	0.283027411	0	0.172414254	0.058160438	0.033521056	0.139367816	0	0.037852081	0	0.022022399	0.015165489	0.120603168	0.043474791	0.115973839	0	0.005903645	0.126435425	0.086507848	0.091596724	0.074129145	0.020126755	0.202991582	0.008839994	0.175403195	0.081593824	0.15411746	0	0.155374479	0.139685772	0.085088795	0	0.041465634	0.051529491	0.021209988	0.211350031	0.105128759	0.276383116	0	0.015472783	0.04201401	0.020096815	0.087097455	0.011616953	0.19675113	0.005260169	0.08177979	0.037336889	0.033155326	0.080326761	0.065263802	0.213418102	0.025242853	0.019273395	0.017665379	0.0950747	0	0.213851136	0.028949649	0.014871685	0.148074817	0	0.160870138	0.10018948	0.070065903	0.060203228	0.207296063	0.13007224	0.0000775	0.133689534	0	0.036753041	0	0.011497974	0.056364522	0.231546806	0	0	0	0.006938255	0.143745836	0.156164291	0.008297864	0.153230233	0.065265744	0.248569957	0.061958093	0.005902697	0.020693386	0.134314022	0.094861387	0.007873973	0	0	0.003445283	0.029589176	0.116275061	0.198947013	0.147872902	0.106684186	0	0.062562282	0.10462905	0.037965762	0.029040789	0.136256342	0.088990773	0.084295893	0.070985925	0.029084869	0.021006775	0.108227523	0.013991112	0	0.02580278	0	0.039049002	0.049060192	0.005845904	0.047473153	0.008482896	0.032741906	0.070278836	0.014461413	0.05945857	0.032047286	0.05687607	0.080704549	0.083273995	0.044220562	0.104873706	0.114365242	0.008314468	0.132810427	0.097663851	0.02156614	0.191146782	0.124969991	0.064572757	0.05423089	0.000317458	0	0.153958281	0.04224621	0.048579619	0.051538183	0.010165504	0.138081758	0.035509983	0.217624617	0.034270819	0.004441007	0.115717454	0.123233341	0.102006079	0.099209641	0.04814046	0.073863137	0.081195608	0.009313959	0	0.058285552	0.034855616	0.067931225	0.090122629	0	0	0.188258601	0.031048826	0.007814751	0.034887278	0.091326647	0	0.035739139	0.005808914	0.063229177	0.077141037	0.034707711	0.100677285	0.053150047	0.008800405	0.033135903	0.028557773	0.137417076	0.045690331	0.100886874	0.022156084	0.004250306	0.059292954	0.06442639	0.049194459	0.096653018	0.167189376	0.049506642	0.061151815	0.082203374	0.003053733	0.066845608	0.007067938	0.064585368	0.019481073	0.042967946	0.12314606	0.115936505	0.031120514	0	0.06404003	0.024111785	0.073571764	0.00052437	0.02682344	0.066929591	0.024369771	0.002319368	0.074343633	0.059152591	0.122514576	0.170963592	0.082077798	0.036906507	0.069775165	0.06283076	0.027682409	0.060196993	0	0.075063702	0	0.063745372	0.084474995	0.079447973	0.053314697	0.024906516	0.038185345	0.0229471	0	0.013154468	0.143879626	0.069790836	0.110749534	0.009769512	0.01051901	0.027054297	0.115601901	0.066903828	0.037045711	0.04087321	0.058136839	0.16488981	0	0.18741185	0.057448149	0.007819422	0.139334047	0.004031484	0.044823888	0.006894186	0.105127442	0.116979431	0.177999853	0.008541265	0.06304286	0.013152274	0.02058102	0.100290061	0.074609762	0.095289308	0.102022476	0	0.212185467	0.028061278	0	0.025365764	0.023617576	0.004779021	0.053720755	0.142474064	0.066562671	0.0293293	0	0.073432399	0.125152823	0.086686103	0.009827228	0.05097397	0.049978656	0.109164539	0.006544034	0.05880976	0.131258824	0.049981756	0.085636494	0	0.125800092	0.024898696	0.203810763	0.019303154	0.04561823	0.1812203	0.058451691	0.067815697	0.029657425	0.076739708	0.01845777	0.036191382	0.030945448	0.002546043	0.096583733	0.087739139	0.015292941	0.094648196	0.056954818	0.112014605	0.009932376	0.157047302	0.039266615	0.031827678	0.153676877	0.036766961	0.013261511	0.114408805	0.123671114	0.01233156	0	0.043892325	0.061330024	0.136780294	0.088091453	0.006352023	0.064742969	0.067926592	0.148664912	0.087707223	0.003305945	0.050247873	0.104589835	0.225572753	0.06540614	0.035232228	0.106028911	0.072445522	0.044900022	0.096205409	0.101192976	0.161949538	0.131564913	0	0.076106437	0.005824105	0.005942925	0.045931881	0.132769198	0.003390769	0.061837118	0.071255668	0.036685917	0.013044802	0.206122509	0.080421249	0.102468279	0.032622536	0.09919594	0.003049353	0.034186277	0.129045641	0.006676442	0.066890418	0.111414426	0.039627434	0.063295125	0.106943557	0.014525471	0.020877184	0.025365764	0.1253222	0.006015828	0.063967225	0.002030487	0.021137468	0.069438791	0.06245596	0.012804931	0.003938267	0.024615143	0.098822907	0.098036849	0.011641036	0.013925195	0.182325447	0.044550173	0.070320106	0.066876021	0.061743734	0	0.012941898	0.0265481	0	0.256079267	0	0.1534437	0.214504513	0	0	0.035880726	0.070273817
2	MEMORY_B_CELL	0	0	0	0	0.015867987	0	0.062507262	0	0.017591933	0.161256105	0	0.052674643	0	0	0.071191105	0	0	0	0.018800353	0	0	0.057426521	0	0	0	0	0.041837849	0	0	0.022006188	0.080980659	0	0	0	0	0	0	0	0.109944428	0	0	0.067894975	0	0	0	0	0	0	0.070541244	0	0.014385438	0	0.012316456	0	0	0	0.012385873	0	0	0.023377453	0.048105035	0	0	0	0	0	0	0.02804827	0	0	0.034970403	0	0.012306749	0	0	0.002760914	0	0.028582631	0	0	0.093102614	0	0	0	0.031131218	0	0	0.000114236	0.079327429	0.003228945	0.057733363	0.168349204	0	0.021640293	0.020836503	0.04267397	0.006933068	0	0	0	0	0.058818872	0	0	0	0.009706806	0	0	0.044996606	0	0	0	0	0	0	0	0	0.015684733	0	0.231609465	0.003183857	0.032429176	0.116925255	0	0	0.005893922	0.015206251	0	0	0	0	0.081167554	0	0	0	0	0	0.050442277	0	0	0	0	0	0.03350896	0	0	0	0	0	0.061601698	0.01197977	0.003418412	0.232355287	0.092177934	0	0	0	0	0.051904961	0	0.036903946	0.054953604	0	0	0	0	0.156045876	0	0	0	0	0	0.014326523	0	0.037746869	0	0	0	0.022684191	0	0	0	0.055808262	0	0	0	0	0	0	0.056955928	0	0	0.001316698	0.11343133	0.016978428	0.050751377	0	0	0.014362886	0.006520805	0	0	0	0	0.006916913	0.021697732	0	0.056685992	0	0	0	0	0.114587303	0	0	0.076686509	0.126433943	0	0	0.105047525	0	0.071238061	0.034459481	0.049701812	0.002040539	0	0	0.0811792	0.06230602	0.073860659	0	0	0	0	0	0	0	0	0.016552474	0	0.035804764	0	0.015629501	0.053332419	0.025726829	0.028896848	0	0	0	0	0	0.012998285	0.036998689	0	0	0	0	0	0	0	0	0	0	0	0.026680597	0	0.057052758	0	0	0	0	0.018449414	0	0	0.01791929	0	0	0	0	0	0.030243676	0	0	0.044459617	0	0	0.012768255	0	0	0	0	0.004581356	0.093239597	0	0	0	0	0.027401132	0	0	0	0.053631962	0	0	0	0	0	0	0	0	0.037059812	0.046653756	0	0	0	0	0.007410767	0	0	0	0.031968701	0	0	0.00219786	0	0.090528564	0	0	0	0.052943126	0	0	0.048475033	0.012293632	0	0	0	0.003149563	0	0	0	0	0	0	0	0	0	0.02717417	0	0.00708867	0	0	0	0	0	0	0.044126739	0	0.094829374	0	0.062641791	0.017154649	0	0	0.057725017	0	0	0	0	0	0	0	0	0	0.032497127	0	0	0.088946942	0	0	0	0	0	0	0	0.025175551	0.035136129	0.034488556	0	0	0	0.010281857	0.025471917	0	0	0.030253386	0	0	0	0.07972334	0	0	0.050112444	0	0.022673311	0	0.022182604	0	0	0	0.013530269	0	0	0	0	0	0	0	0.024122432	0	0.004639541	0	0.011065216	0.000721826	0.021979041	0	0	0	0	0.065524528	0	0	0	0.003476504	0	0	0	0.048813458	0	0	0	0	0.047644652	0	0	0	0.031212053	0	0	0	0	0.016448726	0	0.04837743	0.016760904	0.003836718	0.01249645	0	0	0.01099936	0	0	0	0	0	0	0	0	0	0.003376047	0	0	0.023853959	0	0	0	0	0	0.010129855	0	0	0	0	0.019820605	0	0	0	0	0	0	0	0.013794736	0	0	0	0	0	0	0.089503704	0.071786424	0	0	0.02346645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024722171	0.066153378	0.009636783	0.011065216	0	0.010138571	0	0.039209032	0	0	0	0	0.030098514	0.002246667	0	0	0.020717101	0	0	0.03309723	0	0	0.012675363	0.024683586	0	0	0.112795807	0	0.025241837	0	0	0.051374761	0.036724842	0	0
